,Medication,odds ratio,p-val,weight,weight_modi,color,color_clicked,95% CI (LL),95% CI (UL),Disease
377,"Nitrofurantoin, Oral",1.248305706842754,1.530803959514566e-10,0.3271693474372613,0.3271693474372613,#c9c9c9,#FF0000,1.166362851298726,1.3360054600513744,Neonatal Sepsis
378,"Linoleic acid, Oral",0.7725332027505751,1.5519682952053715e-10,0.3269705718362283,0.3269705718362283,#0000ff,#FF0000,0.7138276447056171,0.8360667365273938,Large for Gestational Age (LGA)
379,"Caffeine, Oral",4.266343678106666,1.5587965777496526e-10,0.3269070185449149,0.3269070185449149,#c9c9c9,#FF0000,2.735835066324249,6.653064946702261,Neonatal Abstinence Syndrome (NAS)
380,"Hydroxyprogesterone caproate, Intramuscular",2.20078820526273,1.5735764860383968e-10,0.326770404756831,0.326770404756831,#c9c9c9,#FF0000,1.7283586591932325,2.802351640766735,Other Respiratory Disorder
381,"Escitalopram, Oral",1.6426558948851886,1.5849177247773452e-10,0.3266664425891671,0.3266664425891671,#c9c9c9,#FF0000,1.410929730382416,1.912439954234796,Newborn Respiratory Distress Syndrome (RDS)
382,"Linoleic acid, Oral",0.6324336823684611,1.5905886887846572e-10,0.3266147370095853,0.3266147370095853,#0000ff,#FF0000,0.5495951303285868,0.7277581996678171,Neonatal Hypoglycemia
383,"Acetaminophen, Oral",1.2295934587062902,1.7563682123151394e-10,0.3251794810529582,0.3251794810529582,#c9c9c9,#FF0000,1.153962906290282,1.310180825962334,Neonatal Sepsis
384,"Fluconazole, Oral",1.253113291198806,1.7736382897050602e-10,0.3250378314714913,0.3250378314714913,#c9c9c9,#FF0000,1.1691928490623202,1.343057239734626,Other Respiratory Disorder
385,"Lamotrigine, Oral",0.6491333310677327,1.8631499724992948e-10,0.3243250728524041,0.3243250728524041,#0000ff,#FF0000,0.568344481708965,0.7414061279104067,Neonatal Jaundice
386,"Insulin detemir, Subcutaneous",2.1138077985877195,1.9803872536074208e-10,0.3234416625862285,0.3234416625862285,#c9c9c9,#FF0000,1.6785522127419463,2.661926972215776,Other Respiratory Disorder
387,"Clonazepam, Oral",2.643120967028433,2.2162973587134086e-10,0.3218123990372206,0.3218123990372206,#c9c9c9,#FF0000,1.9576581488459688,3.5685946754613846,Transient Tachypnea of the Newborn (TTN)
388,"Hydromorphone, Oral",2.821011409650759,2.338949210785818e-10,0.3210326402864947,0.3210326402864947,#c9c9c9,#FF0000,2.0469404614823707,3.887805006119521,Other Respiratory Disorder
389,"Insulin lispro, Subcutaneous",1.65880574760126,2.3700738884701905e-10,0.3208412704796256,0.3208412704796256,#c9c9c9,#FF0000,1.4183913480456625,1.9399698905850848,Bronchopulmonary Dysplasia (BPD)
390,"Valproic acid, Oral",6.140425303731793,2.3890079975088176e-10,0.3207260798797182,0.3207260798797182,#c9c9c9,#FF0000,3.5018823326800232,10.767015944209016,Bronchopulmonary Dysplasia (BPD)
391,"Hydrocodone, Oral",1.2899616094900035,2.443070334801523e-10,0.3204021343240198,0.3204021343240198,#c9c9c9,#FF0000,1.1921796423805109,1.395763603742981,Transient Tachypnea of the Newborn (TTN)
392,"Pantoprazole, Oral",1.3605760513520018,2.5428920429184327e-10,0.3198224025722009,0.3198224025722009,#c9c9c9,#FF0000,1.2367478167352175,1.496802473764894,Bronchopulmonary Dysplasia (BPD)
393,"Iron, Oral",0.8843909731047801,2.7238992747212884e-10,0.3188269651984058,0.3188269651984058,#0000ff,#FF0000,0.8512970945370821,0.9187713646955832,Large for Gestational Age (LGA)
394,"Methyldopa, Oral",1.8911551724721123,2.8507397686675366e-10,0.3181680808563157,0.3181680808563157,#c9c9c9,#FF0000,1.551411890562889,2.305298746337697,Neonatal Pneumonia
395,"Caffeine, Oral",1.5172237593403803,2.8644263855912274e-10,0.3180987444811519,0.3180987444811519,#c9c9c9,#FF0000,1.3328375184074155,1.7271182001670675,Transient Tachypnea of the Newborn (TTN)
396,"Azathioprine, Oral",7.086906435243854,2.8985928910031847e-10,0.3179270925755125,0.3179270925755125,#c9c9c9,#FF0000,3.855204519942956,13.027646798526764,Retinopathy of Prematurity (ROP)
397,"Ampicillin, Oral",2.329874891819275,3.0144840383748973e-10,0.3173595670457347,0.3173595670457347,#c9c9c9,#FF0000,1.7906789838425687,3.031429452464676,Retinopathy of Prematurity (ROP)
398,"Promethazine, Rectal",2.000107691295496,3.2889820098326687e-10,0.3160979500675719,0.3160979500675719,#c9c9c9,#FF0000,1.6112507645842635,2.4828107857013744,Newborn Respiratory Distress Syndrome (RDS)
399,"Enoxaparin, Subcutaneous",1.3908058889840396,3.604635575163528e-10,0.3147712878479032,0.3147712878479032,#c9c9c9,#FF0000,1.2545387408140956,1.5418742824772806,Other Respiratory Disorder
400,"Lorazepam, Oral",2.1864162800418963,3.7922587611382446e-10,0.3140367345551869,0.3140367345551869,#c9c9c9,#FF0000,1.7116093146006943,2.792936512353276,Other Respiratory Disorder
401,"Promethazine, Oral",1.5930815251398716,4.1717433079404047e-10,0.3126560807350508,0.3126560807350508,#c9c9c9,#FF0000,1.3765486676050458,1.8436752767757187,Anemia of Prematurity (AOP)
402,"Hydroxychloroquine, Oral",4.30983432295886,4.1881027112758835e-10,0.3125994225330639,0.3125994225330639,#c9c9c9,#FF0000,2.7251919564925773,6.815913222957161,Retinopathy of Prematurity (ROP)
403,"Doxylamine, Oral",2.181523196859482,4.473439167859177e-10,0.3116452821347213,0.3116452821347213,#c9c9c9,#FF0000,1.707251455372922,2.787546874515024,Bronchopulmonary Dysplasia (BPD)
404,"Hydroxyzine, Oral",1.2033672471034096,5.026062541909995e-10,0.3099590703852576,0.3099590703852576,#c9c9c9,#FF0000,1.1351603241204549,1.2756724320181378,Neonatal Jaundice
405,"Ursodeoxycholic acid, Oral",1.807153822588556,5.492776126121608e-10,0.3086736033845929,0.3086736033845929,#c9c9c9,#FF0000,1.4990281658368,2.178614793854368,Bronchopulmonary Dysplasia (BPD)
406,"Butalbital, Oral",1.5021573762327227,6.344837171815141e-10,0.3065859839589526,0.3065859839589526,#c9c9c9,#FF0000,1.320338999900602,1.709013202776143,Transient Tachypnea of the Newborn (TTN)
407,"Ondansetron, Oral",1.4056995933222096,6.4365420368738e-10,0.3063782463345806,0.3063782463345806,#c9c9c9,#FF0000,1.2617811514685515,1.566033336578554,Neonatal Anemia
408,"Azithromycin, Oral",1.168627043243278,7.893722375767223e-10,0.3034239383973266,0.3034239383973266,#c9c9c9,#FF0000,1.111981888164358,1.2281577431571158,Newborn Respiratory Distress Syndrome (RDS)
409,"Lamotrigine, Oral",1.827077609266801,8.201443333680123e-10,0.3028703237144737,0.3028703237144737,#c9c9c9,#FF0000,1.5073504798940287,2.2146227004344574,Other Respiratory Disorder
410,"Bupropion, Oral",1.5787351562147962,9.989685307220102e-10,0.3000149397534631,0.3000149397534631,#c9c9c9,#FF0000,1.3636134060292815,1.8277942138499603,Transient Tachypnea of the Newborn (TTN)
411,"Insulin lispro, Injection",3.523999132508545,1.0226029383004235e-09,0.2996764321241942,0.2996764321241942,#c9c9c9,#FF0000,2.3520053658616424,5.279992157403735,Intraventricular Hemorrhage (IVH)
412,"Metronidazole, Oral",0.5920560806192136,1.1294559001107143e-09,0.2982376907183233,0.2982376907183233,#0000ff,#FF0000,0.5001509112825611,0.7008492730710072,Postmaturity Syndrome
413,"Pantoprazole, Oral",1.1793525916649252,1.137532798752424e-09,0.2981345357458244,0.2981345357458244,#c9c9c9,#FF0000,1.1183605788920756,1.2436709248502569,Neonatal Jaundice
414,"Hydralazine, Oral",3.668622904201091,1.1537256914132436e-09,0.2979299145432897,0.2979299145432897,#c9c9c9,#FF0000,2.413927164457172,5.575476431682385,Other Respiratory Disorder
415,"Iodine, Oral",0.8049854869903743,1.1679907199284815e-09,0.2977520202607605,0.2977520202607605,#0000ff,#FF0000,0.7506552011386396,0.8632480442181734,Neonatal Jaundice
416,"Betamethasone, Injection",3.221883739639332,1.351843454133339e-09,0.295635786585099,0.295635786585099,#c9c9c9,#FF0000,2.2070076987579195,4.703442963789562,Neonatal Hypoglycemia
417,"Metronidazole, Vaginal",2.224331742322266,1.3772887633889656e-09,0.29536583318972,0.29536583318972,#c9c9c9,#FF0000,1.7173983899772018,2.880899230357429,Retinopathy of Prematurity (ROP)
418,"Cephalexin, Oral",1.2277413643399864,1.4545918619583923e-09,0.2945752948838676,0.2945752948838676,#c9c9c9,#FF0000,1.148778989071467,1.3121312907452882,Bronchopulmonary Dysplasia (BPD)
419,"Dexamethasone, Oral",2.90464334290484,1.521417753860861e-09,0.2939250506714784,0.2939250506714784,#c9c9c9,#FF0000,2.0552852623642,4.105003380297855,Other Respiratory Disorder
420,"Ergocalciferol, Oral",2.0460552014265976,1.609558931372123e-09,0.2931097705901315,0.2931097705901315,#c9c9c9,#FF0000,1.6214673908022963,2.5818230517811687,Newborn Respiratory Distress Syndrome (RDS)
421,"Lamotrigine, Oral",1.802375627921189,1.6889403471240422e-09,0.2924128563103795,0.2924128563103795,#c9c9c9,#FF0000,1.488059651506814,2.183083118230375,Bronchopulmonary Dysplasia (BPD)
422,"Cholecalciferol, Oral",0.8686230604898205,1.713227617809224e-09,0.2922061644414986,0.2922061644414986,#0000ff,#FF0000,0.8297092394259586,0.9093619612295916,Transient Tachypnea of the Newborn (TTN)
423,"Progesterone, Oral",2.900279328878112,1.755640967981297e-09,0.291852143114084,0.291852143114084,#c9c9c9,#FF0000,2.050473909069707,4.10228101333608,Neonatal Arrhythmia
424,"Nitrofurantoin, Oral",1.344594351575329,1.8072171855682715e-09,0.2914329884061328,0.2914329884061328,#c9c9c9,#FF0000,1.2209140574037265,1.4808036317747462,Anemia of Prematurity (AOP)
425,"Valproic acid, Oral",5.780094597919026,1.8689251719472856e-09,0.2909469362187249,0.2909469362187249,#c9c9c9,#FF0000,3.261411541170765,10.24387543219999,Other Respiratory Disorder
426,"Hydroxyprogesterone caproate, Route Not Applicable",1.3703178624756005,1.886509097973464e-09,0.2908113698669189,0.2908113698669189,#c9c9c9,#FF0000,1.2364638031311257,1.5186623655820537,Neonatal Jaundice
427,"Insulin human, Injection",3.364584710583382,1.9312430966814e-09,0.2904721018544738,0.2904721018544738,#c9c9c9,#FF0000,2.2641419904710536,4.999876475210042,Persistent Pulmonary Hypertension of the Newborn (PPHN)
428,"Doconexent, Oral",0.895216246962663,2.114223324780215e-09,0.2891616380069591,0.2891616380069591,#0000ff,#FF0000,0.8633666852192166,0.9282407377375582,Other Respiratory Disorder
429,"Promethazine, Oral",1.337027664884548,2.1625249031133527e-09,0.2888346294201406,0.2888346294201406,#c9c9c9,#FF0000,1.215717676073132,1.47044253106598,Transient Tachypnea of the Newborn (TTN)
430,"Ferrous fumarate, Oral",0.3722491603491337,2.276746799454177e-09,0.2880895088420959,0.2880895088420959,#0000ff,#FF0000,0.2692129395184765,0.5147205688867895,Postmaturity Syndrome
431,"Metronidazole, Oral",2.0431551527460496,2.3612681856609567e-09,0.2875618228091054,0.2875618228091054,#c9c9c9,#FF0000,1.6160023616674208,2.583215889539558,Intraventricular Hemorrhage (IVH)
432,"Insulin glulisine, Injection",6.374674148919789,2.508615427811415e-09,0.2866855303725565,0.2866855303725565,#c9c9c9,#FF0000,3.466963203794489,11.72105618554902,Newborn Respiratory Distress Syndrome (RDS)
433,"Promethazine, Oral",1.6977104519409925,2.557219159488158e-09,0.2864077350118494,0.2864077350118494,#c9c9c9,#FF0000,1.4264082086713228,2.020614268137473,Retinopathy of Prematurity (ROP)
434,"Levothyroxine, Oral",1.1497464208171368,2.563049149997694e-09,0.2863747688513677,0.2863747688513677,#c9c9c9,#FF0000,1.0981562766772572,1.203760211781152,Other Respiratory Disorder
435,"Furosemide, Oral",3.554227104447865,2.799265174636097e-09,0.2850985319610209,0.2850985319610209,#c9c9c9,#FF0000,2.3394380957343377,5.3998138839517225,Bronchopulmonary Dysplasia (BPD)
436,"Amlodipine, Oral",2.5442485299115862,2.993419416943844e-09,0.2841277476199398,0.2841277476199398,#c9c9c9,#FF0000,1.8687861108582624,3.4638531099657914,Bronchopulmonary Dysplasia (BPD)
437,"Cefdinir, Oral",1.768949069929157,3.095438693015728e-09,0.2836425931007865,0.2836425931007865,#c9c9c9,#FF0000,1.4648471348050356,2.136182498264373,Newborn Respiratory Distress Syndrome (RDS)
438,"Acetaminophen, Oral",1.2913865576226324,3.240236997445757e-09,0.2829807741153486,0.2829807741153486,#c9c9c9,#FF0000,1.1865381969305742,1.4054998360124522,Neonatal Anemia
439,"Pantoprazole, Oral",1.4163833928027327,3.3200437736060472e-09,0.2826285396746221,0.2826285396746221,#c9c9c9,#FF0000,1.2620768016346124,1.5895561290795237,Newborn Respiratory Distress Syndrome (RDS)
440,"Dexamethasone, Oral",2.8381113221064385,3.404069862895812e-09,0.2822667178440354,0.2822667178440354,#c9c9c9,#FF0000,2.008213078727965,4.010966745506329,Bronchopulmonary Dysplasia (BPD)
441,"Copper, Oral",0.8416455036029663,3.520067074116664e-09,0.2817816353685204,0.2817816353685204,#0000ff,#FF0000,0.794839888719699,0.8912073535666466,Postmaturity Syndrome
442,"Prednisone, Oral",1.3987559861959165,3.554221420662376e-09,0.2816418506679208,0.2816418506679208,#c9c9c9,#FF0000,1.2512879996457391,1.5636035105210262,Other Respiratory Disorder
443,"Acetaminophen, Oral",1.5681984698119291,4.1634186203627854e-09,0.2793516639931544,0.2793516639931544,#c9c9c9,#FF0000,1.3497134595225095,1.822050764456693,Intraventricular Hemorrhage (IVH)
444,"Doxylamine, Oral",2.7138110176820764,4.230798258766791e-09,0.2791192561019186,0.2791192561019186,#c9c9c9,#FF0000,1.945048539490472,3.786419768023844,Neonatal Hypoglycemia
445,"Hydroxyprogesterone caproate, Intramuscular",2.6765008630282607,4.264679246597114e-09,0.2790037875752148,0.2790037875752148,#c9c9c9,#FF0000,1.927045231535765,3.717430578462305,Neonatal Hypoglycemia
446,"Amlodipine, Oral",4.001953118869653,4.464401744861604e-09,0.2783412243599515,0.2783412243599515,#c9c9c9,#FF0000,2.517903876668207,6.3606990378135775,Neonatal Anemia
447,"Insulin lispro, Injection",1.882108085303868,4.528756333865857e-09,0.2781340348519259,0.2781340348519259,#c9c9c9,#FF0000,1.5234996712214277,2.325127410054651,Neonatal Sepsis
448,"Insulin lispro, Subcutaneous",1.7641044527268543,4.7571170480540734e-09,0.2774218720902313,0.2774218720902313,#c9c9c9,#FF0000,1.4588362839156543,2.13325138292944,Transient Tachypnea of the Newborn (TTN)
449,"Cephalexin, Oral",1.2224392277626457,4.831739375398066e-09,0.2771965499883879,0.2771965499883879,#c9c9c9,#FF0000,1.142923753082955,1.3074867518870006,Other Respiratory Disorder
450,"Indomethacin, Oral",5.533087001860361,4.867016663998392e-09,0.277091238892971,0.277091238892971,#c9c9c9,#FF0000,3.119727533850796,9.813373584060011,Persistent Pulmonary Hypertension of the Newborn (PPHN)
451,"Salbutamol, Inhalation",1.307513096562296,5.081173509272217e-09,0.2764678658258079,0.2764678658258079,#c9c9c9,#FF0000,1.195076187058583,1.430528460189391,Newborn Respiratory Distress Syndrome (RDS)
452,"Nitrofurantoin, Oral",1.6076212855150118,5.358734130072132e-09,0.2756979263215164,0.2756979263215164,#c9c9c9,#FF0000,1.3706752124799677,1.8855277852182728,Intraventricular Hemorrhage (IVH)
453,"Ursodeoxycholic acid, Oral",1.9518376497543224,5.402543727260471e-09,0.2755800569775198,0.2755800569775198,#c9c9c9,#FF0000,1.559093389027568,2.4435163652221186,Transient Tachypnea of the Newborn (TTN)
454,"Levothyroxine, Oral",1.1451180593245334,5.4085119218418395e-09,0.2755640736217092,0.2755640736217092,#c9c9c9,#FF0000,1.0941566420042694,1.198453054572847,Bronchopulmonary Dysplasia (BPD)
455,"Doconexent, Oral",0.8989424323751344,5.4418252917068755e-09,0.2754751801745484,0.2754751801745484,#0000ff,#FF0000,0.8673319882849511,0.931704938408236,Bronchopulmonary Dysplasia (BPD)
456,"Valproic acid, Oral",6.533371510144388,6.0825674010975835e-09,0.2738637689980438,0.2738637689980438,#c9c9c9,#FF0000,3.470306150062106,12.300051189663035,Transient Tachypnea of the Newborn (TTN)
457,"Sulfamethoxazole, Oral",1.6744752365086883,6.322700560741911e-09,0.2733032461874208,0.2733032461874208,#c9c9c9,#FF0000,1.4071118986939248,1.9926399032538669,Newborn Respiratory Distress Syndrome (RDS)
458,"Ascorbic acid, Oral",0.924715119125378,6.750593246441736e-09,0.2723552686471891,0.2723552686471891,#0000ff,#FF0000,0.9005654629770975,0.9495123749385984,Other Respiratory Disorder
459,"Enoxaparin, Subcutaneous",1.7583966515975715,6.760138375700606e-09,0.2723348138079211,0.2723348138079211,#c9c9c9,#FF0000,1.452913401786226,2.1281094802679,Anemia of Prematurity (AOP)
460,"Tramadol, Oral",2.137601034904098,7.004105714711579e-09,0.2718215769208123,0.2718215769208123,#c9c9c9,#FF0000,1.652949636096861,2.7643541488733607,Other Respiratory Disorder
461,"Salbutamol, Inhalation",2.885526528905164,7.184973989329734e-09,0.2714524933245757,0.2714524933245757,#c9c9c9,#FF0000,2.0153102628800816,4.131504464784699,Neonatal Abstinence Syndrome (NAS)
462,"Progesterone, Route Not Applicable",5.154890509089053,7.333669057962189e-09,0.271155956402568,0.271155956402568,#c9c9c9,#FF0000,2.956919207758156,8.986683197490246,Retinopathy of Prematurity (ROP)
463,"Tramadol, Oral",2.1246297454011183,7.385511805013727e-09,0.2710539801115246,0.2710539801115246,#c9c9c9,#FF0000,1.6456602681342556,2.743003305391193,Bronchopulmonary Dysplasia (BPD)
464,"Trimethoprim, Oral",1.6703584639033535,7.439076701385468e-09,0.270949365447648,0.270949365447648,#c9c9c9,#FF0000,1.4036711358840546,1.987714448638515,Newborn Respiratory Distress Syndrome (RDS)
465,"Naloxone, Sublingual",5.460959205828867,7.657787141865675e-09,0.2705298903199816,0.2705298903199816,#c9c9c9,#FF0000,3.0696197053916414,9.715234559950856,Transient Tachypnea of the Newborn (TTN)
466,"Insulin detemir, Subcutaneous",2.2218074591238905,7.87002703857472e-09,0.2701341258519718,0.2701341258519718,#c9c9c9,#FF0000,1.694187324270438,2.913744138384647,Newborn Respiratory Distress Syndrome (RDS)
467,"Butalbital, Oral",1.9738140134161604,7.917243282055497e-09,0.270047533659978,0.270047533659978,#c9c9c9,#FF0000,1.5667501374066934,2.486638849770026,Retinopathy of Prematurity (ROP)
468,"Azathioprine, Oral",3.5106349352630337,8.456410390110437e-09,0.2690937982950527,0.2690937982950527,#c9c9c9,#FF0000,2.2896938758604715,5.382622445132623,Newborn Respiratory Distress Syndrome (RDS)
469,"Progesterone, Route Not Applicable",2.550620435684752,8.714323047397603e-09,0.2686588781478167,0.2686588781478167,#c9c9c9,#FF0000,1.8540957313530453,3.508807283745321,Bronchopulmonary Dysplasia (BPD)
470,"Ibuprofen, Oral",1.5909748916594986,8.845026967874564e-09,0.2684433612872815,0.2684433612872815,#c9c9c9,#FF0000,1.3581312304147215,1.863738237665017,Newborn Respiratory Distress Syndrome (RDS)
471,"Furosemide, Oral",3.4732932187087635,8.916062086089461e-09,0.2683275638671972,0.2683275638671972,#c9c9c9,#FF0000,2.2721006457850885,5.309520863658679,Other Respiratory Disorder
472,"Ursodeoxycholic acid, Oral",1.4009310416322898,9.631369095017468e-09,0.2672103991237169,0.2672103991237169,#c9c9c9,#FF0000,1.24852258834599,1.5719441536167509,Neonatal Jaundice
473,"Amlodipine, Oral",4.157976124206928,1.0679247390786337e-08,0.2657153117565209,0.2657153117565209,#c9c9c9,#FF0000,2.5515587646068507,6.775766127471007,Anemia of Prematurity (AOP)
474,"Metformin, Oral",1.50461617366514,1.3241833427187566e-08,0.2626017293178307,0.2626017293178307,#c9c9c9,#FF0000,1.3068744916661466,1.732277923007356,Transient Tachypnea of the Newborn (TTN)
475,"Glucagon, Injection",3.529403953438534,1.5137883469894904e-08,0.2606644947415638,0.2606644947415638,#c9c9c9,#FF0000,2.2805587249152945,5.462123001024771,Newborn Respiratory Distress Syndrome (RDS)
476,"Metformin, Oral",0.4017622753512992,1.5141380101872737e-08,0.2606611512697157,0.2606611512697157,#0000ff,#FF0000,0.2929740339131435,0.5509461836584003,Postmaturity Syndrome
477,"Acebutolol, Oral",3.721322612182401,1.5201326599165527e-08,0.2606039503370222,0.2606039503370222,#c9c9c9,#FF0000,2.360744697512948,5.866048115465096,Bronchopulmonary Dysplasia (BPD)
478,"Dextropropoxyphene, Oral",1.6643955865582154,1.5464688326322632e-08,0.260355294276574,0.260355294276574,#c9c9c9,#FF0000,1.3950485768336036,1.9857463851489143,Newborn Respiratory Distress Syndrome (RDS)
479,"Amlodipine, Oral",2.4757360348550748,1.5644489103470906e-08,0.2601879538295666,0.2601879538295666,#c9c9c9,#FF0000,1.8081507328034896,3.389799756780597,Other Respiratory Disorder
480,"Insulin Human Isophane (NPH), Subcutaneous",1.1469640546924185,1.618739628595973e-08,0.2596941000375952,0.2596941000375952,#c9c9c9,#FF0000,1.0936708500208785,1.2028541701841644,Neonatal Jaundice
481,"Levothyroxine, Oral",1.070730489424908,1.7374226566871155e-08,0.2586698173137389,0.2586698173137389,#c9c9c9,#FF0000,1.0455846616450264,1.096481062738968,Neonatal Jaundice
482,"Metoprolol, Oral",1.642984740777255,1.855439677562249e-08,0.2577184386829795,0.2577184386829795,#c9c9c9,#FF0000,1.3819685435358933,1.9532997846103244,Other Respiratory Disorder
483,"Sertraline, Oral",2.10158220102839,1.948935157898968e-08,0.2570067536616193,0.2570067536616193,#c9c9c9,#FF0000,1.6217665735417672,2.7233560117309854,Neonatal Seizure
484,"Promethazine, Oral",1.127813528116965,2.0085340061465293e-08,0.2565706936968099,0.2565706936968099,#c9c9c9,#FF0000,1.0814122457745154,1.176205798643094,Neonatal Jaundice
485,"Docusate, Oral",0.7610023744427811,2.0759282105104164e-08,0.2560929223093773,0.2560929223093773,#0000ff,#FF0000,0.6916923827454785,0.8372574692941946,Postmaturity Syndrome
486,"Ascorbic acid, Oral",0.9279787553106196,2.1501084586366904e-08,0.2555846544090241,0.2555846544090241,#0000ff,#FF0000,0.9040146627184044,0.9525781005789822,Bronchopulmonary Dysplasia (BPD)
487,"Esomeprazole, Oral",0.4541295666377261,2.176367708030057e-08,0.2554089242195155,0.2554089242195155,#0000ff,#FF0000,0.3444596670868728,0.5987164333017738,Postmaturity Syndrome
488,"Icosapent, Oral",1.639430330075469,2.493853890531237e-08,0.2534376331493367,0.2534376331493367,#c9c9c9,#FF0000,1.3778351022376252,1.950691924459207,Neonatal Death
489,"Metoprolol, Oral",1.6303247046195584,2.5154630853488632e-08,0.2533127350534254,0.2533127350534254,#c9c9c9,#FF0000,1.3728049633012396,1.9361516847237712,Bronchopulmonary Dysplasia (BPD)
490,"Calcium, Oral",0.9190780992181268,2.603692576249112e-08,0.2528136765062823,0.2528136765062823,#0000ff,#FF0000,0.8921709733334581,0.946796721379869,Other Respiratory Disorder
491,"Nitrofurantoin, Oral",1.2932136891079855,3.129926448938172e-08,0.2501488622649118,0.2501488622649118,#c9c9c9,#FF0000,1.180647764008009,1.416511932414875,Neonatal Anemia
492,"Folic acid, Oral",0.9582326665931998,3.295552250854328e-08,0.2494023932748965,0.2494023932748965,#0000ff,#FF0000,0.9438388618320032,0.9728459808743808,Neonatal Jaundice
493,"Cyclobenzaprine, Oral",1.3671810524742165,3.3305771773960424e-08,0.2492493499418089,0.2492493499418089,#c9c9c9,#FF0000,1.2235619397171182,1.5276578729448322,Other Respiratory Disorder
494,"Insulin aspart, Injection",1.9409186824452909,3.692715335252493e-08,0.2477551390011642,0.2477551390011642,#c9c9c9,#FF0000,1.5327318561136591,2.4578110755896043,Neonatal Sepsis
495,"Amoxicillin, Oral",1.1399776369372068,3.7126517799908766e-08,0.2476771927519853,0.2476771927519853,#c9c9c9,#FF0000,1.088016955399488,1.194419816959361,Bronchopulmonary Dysplasia (BPD)
496,"Insulin human, Injection",1.6947244783295574,3.89139701031606e-08,0.2469964819699198,0.2469964819699198,#c9c9c9,#FF0000,1.4040878978624047,2.045520840840439,Transient Tachypnea of the Newborn (TTN)
497,"Cyclobenzaprine, Oral",1.3614099701523907,3.9727396006422815e-08,0.2466969966838278,0.2466969966838278,#c9c9c9,#FF0000,1.219472431151391,1.519867985109242,Bronchopulmonary Dysplasia (BPD)
498,"Progesterone, Multiple Routes",3.6742894255804086,4.063937313240447e-08,0.2463684333240373,0.2463684333240373,#c9c9c9,#FF0000,2.308507565800285,5.8481085281831655,Bronchopulmonary Dysplasia (BPD)
499,"Prednisone, Oral",3.836233600318845,4.287483951522127e-08,0.2455932497517823,0.2455932497517823,#c9c9c9,#FF0000,2.37144398735037,6.205792046835709,Neonatal Abstinence Syndrome (NAS)
500,"Fish oil, Oral",0.191913575308959,4.657028423554097e-08,0.2443963703800174,0.2443963703800174,#0000ff,#FF0000,0.1061570709935135,0.3469464637934287,Neonatal Death
501,"Linoleic acid, Oral",0.1921687342526928,4.7739475406501e-08,0.2440374119207741,0.2440374119207741,#0000ff,#FF0000,0.1062981776029169,0.3474078602008759,Neonatal Death
502,"Enoxaparin, Subcutaneous",1.6594835267684651,4.933202440772604e-08,0.2435623687432851,0.2435623687432851,#c9c9c9,#FF0000,1.3833069299207152,1.990798655056072,Neonatal Anemia
503,"Ampicillin, Oral",1.6244684908227598,4.9536369513662176e-08,0.2435025275242251,0.2435025275242251,#c9c9c9,#FF0000,1.3645051222669575,1.933959671248262,Neonatal Sepsis
504,"Caffeine, Oral",1.9259385139801657,5.0317393012878464e-08,0.2432760622716019,0.2432760622716019,#c9c9c9,#FF0000,1.5215315528559366,2.437832559351026,Retinopathy of Prematurity (ROP)
505,"Progesterone, Vaginal",4.99662682147969,5.440221189144253e-08,0.2421461147449139,0.2421461147449139,#c9c9c9,#FF0000,2.7975666564604738,8.924284086484631,Neonatal Arrhythmia
506,"Acebutolol, Oral",3.605309221871525,5.6494731095273446e-08,0.2415997351393229,0.2415997351393229,#c9c9c9,#FF0000,2.269326996068305,5.727801505834913,Other Respiratory Disorder
507,"Promethazine, Oral",1.4731247432352057,6.635690885972421e-08,0.2392704617718165,0.2392704617718165,#c9c9c9,#FF0000,1.2799252054738517,1.6954869705283917,Neonatal Anemia
508,"Insulin lispro, Injection",3.1963503832375184,6.742293293503661e-08,0.2390397453117637,0.2390397453117637,#c9c9c9,#FF0000,2.0961186546868995,4.874082747929509,Persistent Pulmonary Hypertension of the Newborn (PPHN)
509,"Codeine, Oral",1.543658475983409,6.942190162338444e-08,0.2386167831396839,0.2386167831396839,#c9c9c9,#FF0000,1.3183242220189917,1.8075079336903013,Retinopathy of Prematurity (ROP)
510,"Metformin, Oral",1.804116379297124,7.143442212387221e-08,0.2382030821396487,0.2382030821396487,#c9c9c9,#FF0000,1.455580903489574,2.236107867481017,Anemia of Prematurity (AOP)
511,"Prednisone, Oral",1.706172231138327,7.350092198588933e-08,0.2377902404382942,0.2377902404382942,#c9c9c9,#FF0000,1.404537275563881,2.072585564622232,Neonatal Anemia
512,"Metoclopramide, Oral",2.8402168322566124,7.802006395890004e-08,0.2369264566000103,0.2369264566000103,#c9c9c9,#FF0000,1.940600964838771,4.156872948326084,Intraventricular Hemorrhage (IVH)
513,"Insulin glulisine, Injection",4.865763743175023,8.264396629936335e-08,0.2360929616021348,0.2360929616021348,#c9c9c9,#FF0000,2.728619608933656,8.676789071983933,Other Respiratory Disorder
514,"Omeprazole, Oral",3.8725547953998056,8.544013010207423e-08,0.2356112699667556,0.2356112699667556,#c9c9c9,#FF0000,2.359373035024393,6.356214308102823,Neonatal Abstinence Syndrome (NAS)
515,"Metoprolol, Oral",1.321497833356143,8.688496912917912e-08,0.2353685116284934,0.2353685116284934,#c9c9c9,#FF0000,1.1932523325577606,1.4635265952689396,Neonatal Jaundice
