node,tsne-origin-one,tsne-origin-two,tsne-origin-one-modi,tsne-origin-two-modi,New_Med_Group,color
"Desogestrel, Oral",13.502185633149168,-36.58480356410085,-1107.403885391036,621.8752027697108,Hormones & Synthetic Subst,#000080
"Dienogest, Oral",-2.3669344019324114,-12.072021067626936,-1123.2730054261176,646.3879852661847,Hormones & Synthetic Subst,#000080
"Drospirenone, Oral",23.900190731849392,-96.83967785485248,-1097.005880292336,561.6203284789592,Hormones & Synthetic Subst,#000080
"Estradiol valerate, Oral",-2.028547391322576,-11.791929296848906,-1122.9346184155077,646.6680770369627,Hormones & Synthetic Subst,#000080
"Estradiol, Oral",-39.60860903847286,2.8564189310285144,-1160.514680062658,661.3164252648402,Hormones & Synthetic Subst,#000080
"Estradiol, Route Not Applicable",-2.163725334023013,-11.563802941061423,-1123.069796358208,646.8962033927502,Hormones & Synthetic Subst,#000080
"Estradiol, Transdermal",-5.367111869166081,-11.179991168278493,-1126.2731828933513,647.2800151655331,Hormones & Synthetic Subst,#000080
"Estradiol, Vaginal",-1.593940432789907,-11.818566798111275,-1122.500011456975,646.6414395357003,Hormones & Synthetic Subst,#000080
"Ethinylestradiol, Multiple Routes",-2.041727210451341,-11.768620646625408,-1122.9477982346366,646.6913856871862,Hormones & Synthetic Subst,#000080
"Ethinylestradiol, Oral",41.47631539258714,-150.0,-1079.429755631598,508.4600063338116,Hormones & Synthetic Subst,#000080
"Ethinylestradiol, Transdermal",-2.022684310018917,-11.57999430652916,-1122.9287553342042,646.8800120272824,Hormones & Synthetic Subst,#000080
"Ethinylestradiol, Vaginal",-33.64617031160945,10.06521693864093,-1154.5522413357946,668.5252232724525,Hormones & Synthetic Subst,#000080
"Ethynodiol diacetate, Oral",-2.008305224259857,-12.152450267279306,-1122.914376248445,646.3075560665324,Hormones & Synthetic Subst,#000080
"Etonogestrel, Intradermal",-2.017111960019633,-11.85236731929885,-1122.9231829842047,646.6076390145128,Hormones & Synthetic Subst,#000080
"Etonogestrel, Subcutaneous",-2.334093878349563,-11.807871461417877,-1123.2401649025346,646.6521348723937,Hormones & Synthetic Subst,#000080
"Etonogestrel, Vaginal",-33.11001333124173,10.391379641915194,-1154.016084355427,668.8513859757268,Hormones & Synthetic Subst,#000080
"Exenatide, Subcutaneous",-2.0369543715388545,-12.08657823740674,-1122.943025395724,646.373428096405,Hormones & Synthetic Subst,#000080
"Fludrocortisone, Oral",-32.20181719179004,65.64578579788389,-1153.1078882159752,724.1057921316956,Hormones & Synthetic Subst,#000080
"Follitropin, Intramuscular",-2.0408913579514376,-12.26694212872448,-1122.9469623821367,646.1930642050871,Hormones & Synthetic Subst,#000080
"Follitropin, Subcutaneous",-2.0150647270851323,-12.411660475190615,-1122.9211357512704,646.048345858621,Hormones & Synthetic Subst,#000080
"Formoterol, Inhalation",106.6354877532466,-106.50476515845712,-1014.2705832709386,551.9552411753546,Hormones & Synthetic Subst,#000080
"Ganirelix, Subcutaneous",-2.3856986848648774,-11.934628156712025,-1123.29176970905,646.5253781770996,Hormones & Synthetic Subst,#000080
"Glimepiride, Oral",3.026409910545624,-38.226210907399135,-1117.8796611136397,620.2337954264125,Hormones & Synthetic Subst,#000080
"Glipizide, Oral",99.91205983734795,-3.967843081815687,-1020.9940111868372,654.492163251996,Hormones & Synthetic Subst,#000080
"Glucagon, Injection",143.78395877914653,3.707057576190692,-977.1221122450386,662.1670639100023,Hormones & Synthetic Subst,#000080
"Glyburide, Oral",119.87115152007038,-93.93234110077636,-1001.0349195041148,564.5276652330352,Hormones & Synthetic Subst,#000080
"Insulin Human Isophane (NPH), Subcutaneous",150.0,88.87854241197019,-970.9060710241852,747.3385487457818,Hormones & Synthetic Subst,#000080
"Insulin aspart, Injection",-141.16127168295267,35.77681259631345,-1262.067342707138,694.2368189301251,Hormones & Synthetic Subst,#000080
"Insulin aspart, Subcutaneous",-144.5883396153504,-44.851870479190055,-1265.4944106395355,613.6081358546215,Hormones & Synthetic Subst,#000080
"Insulin detemir, Subcutaneous",-136.87480201501023,-67.33819120156478,-1257.7808730391953,591.1218151322469,Hormones & Synthetic Subst,#000080
"Insulin glargine, Subcutaneous",67.6740284274646,-134.26502690343457,-1053.2320425967205,524.1949794303771,Hormones & Synthetic Subst,#000080
"Insulin glulisine, Injection",33.48964784565072,77.9380127823477,-1087.4164231785344,736.3980191161593,Hormones & Synthetic Subst,#000080
"Insulin human, Injection",129.68403564123514,76.24900516710736,-991.22203538295,734.709011500919,Hormones & Synthetic Subst,#000080
"Insulin human, Subcutaneous",61.434462198570685,82.88696303750535,-1059.4716088256146,741.346969371317,Hormones & Synthetic Subst,#000080
"Insulin lispro, Injection",68.51156474616428,111.59518544755991,-1052.3945062780208,770.0551917813716,Hormones & Synthetic Subst,#000080
"Insulin lispro, Subcutaneous",133.9762472524377,46.11603741270719,-986.9298237717476,704.5760437465188,Hormones & Synthetic Subst,#000080
"Levothyroxine, Oral",1.13712887089045,150.0,-1119.7689421532948,808.4600063338116,Hormones & Synthetic Subst,#000080
"Levothyroxine, Route Not Applicable",-2.240526853578672,-10.830160626376966,-1123.1465978777635,647.6298457074347,Hormones & Synthetic Subst,#000080
"Linagliptin, Oral",-2.4944685340904016,-11.876985110859836,-1123.4005395582756,646.5830212229519,Hormones & Synthetic Subst,#000080
"Liothyronine, Oral",0.0956566560206511,134.26846261860095,-1120.8104143681644,792.7284689524126,Hormones & Synthetic Subst,#000080
"Liothyronine, Route Not Applicable",-21.2349357271826,9.883073391486649,-1142.1410067513675,668.3430797252983,Hormones & Synthetic Subst,#000080
"Liraglutide, Subcutaneous",-2.903515365452307,-12.171287579621977,-1123.8095863896374,646.2887187541896,Hormones & Synthetic Subst,#000080
"Luteinizing hormone, Intramuscular",-2.4615795552901147,-12.308957132537245,-1123.3676505794754,646.1510492012744,Hormones & Synthetic Subst,#000080
"Luteinizing hormone, Subcutaneous",-2.249006516621052,-13.29224431177198,-1123.155077540806,645.1677620220396,Hormones & Synthetic Subst,#000080
"Medroxyprogesterone acetate, Intramuscular",-1.6803603129964984,-11.44870313651046,-1122.5864313371817,647.0113031973012,Hormones & Synthetic Subst,#000080
"Medroxyprogesterone acetate, Oral",28.3913231242228,-7.76214439790283,-1092.5147478999625,650.6978619359088,Hormones & Synthetic Subst,#000080
"Medroxyprogesterone acetate, Subcutaneous",-2.334093878349563,-11.80784692059524,-1123.2401649025346,646.6521594132164,Hormones & Synthetic Subst,#000080
"Metformin, Oral",-45.50491850740973,-143.04553244735507,-1166.4109895315949,515.4144738864566,Hormones & Synthetic Subst,#000080
"Methimazole, Oral",-68.35632634346635,104.5446561912554,-1189.2623973676516,763.004662525067,Hormones & Synthetic Subst,#000080
"Methylprednisolone, Injection",-2.559047225060596,-12.053838549051392,-1123.4651182492455,646.4061677847602,Hormones & Synthetic Subst,#000080
"Methylprednisolone, Oral",-108.78682672232556,-106.35862344427916,-1229.6928977465109,552.1013828895325,Hormones & Synthetic Subst,#000080
"Miglitol, Oral",-2.1083652481603963,-11.963783769473338,-1123.0144362723456,646.4962225643383,Hormones & Synthetic Subst,#000080
"Norelgestromin, Transdermal",-2.022684310018917,-11.579981478371876,-1122.9287553342042,646.8800248554397,Hormones & Synthetic Subst,#000080
"Norethisterone, Oral",-16.378063353985368,-147.01675067312502,-1137.2841343781706,511.44325566068665,Hormones & Synthetic Subst,#000080
"Norgestimate, Multiple Routes",-2.0416908690383195,-11.7686558961706,-1122.9477618932235,646.6913504376411,Hormones & Synthetic Subst,#000080
"Norgestimate, Oral",30.12222828585428,-111.42965759900622,-1090.7838427383308,547.0303487348054,Hormones & Synthetic Subst,#000080
"Norgestrel, Oral",2.6003552978814355,-23.91634680555086,-1118.3057157263038,634.5436595282608,Hormones & Synthetic Subst,#000080
"Octreotide, Injection",-2.175039627282473,-11.75786395787543,-1123.0811106514675,646.7021423759362,Hormones & Synthetic Subst,#000080
"Octreotide, Intramuscular",-1.8922307510135283,-11.64851228327666,-1122.7983017751988,646.811494050535,Hormones & Synthetic Subst,#000080
"Pegvisomant, Subcutaneous",-1.959668299809408,-11.657602427072476,-1122.8657393239946,646.8024039067392,Hormones & Synthetic Subst,#000080
"Pioglitazone, Oral",-1.3988718414012735,-16.30821324814744,-1122.3049428655863,642.1517930856642,Hormones & Synthetic Subst,#000080
"Prednisolone phosphate, Ophthalmic",-1.1441064221939712,-11.326260494734044,-1122.0501774463792,647.1337458390776,Hormones & Synthetic Subst,#000080
"Prednisolone phosphate, Oral",-1.5643948639892358,-10.46289985366232,-1122.4704658881744,647.9971064801493,Hormones & Synthetic Subst,#000080
"Prednisolone, Oral",-28.87352522003215,-15.714260642276486,-1149.7795962442174,642.7457456915351,Hormones & Synthetic Subst,#000080
"Prednisone, Oral",-147.91139842363066,16.650445058973105,-1268.8174694478157,675.1104513927847,Hormones & Synthetic Subst,#000080
"Progesterone, Intramuscular",-83.9016201607623,-30.8779590840532,-1204.8076911849475,627.5820472497585,Hormones & Synthetic Subst,#000080
"Progesterone, Multiple Routes",-51.148146375943455,104.63061934640804,-1172.054217400129,763.0906256802197,Hormones & Synthetic Subst,#000080
"Progesterone, Oral",-150.0,-22.82210387431172,-1270.9060710241852,635.6379024594999,Hormones & Synthetic Subst,#000080
"Progesterone, Route Not Applicable",-113.74007652290209,79.74241357651852,-1234.6461475470874,738.2024199103301,Hormones & Synthetic Subst,#000080
"Progesterone, Vaginal",138.84778944269834,-56.09499960660317,-982.0582815814868,602.3650067272084,Hormones & Synthetic Subst,#000080
"Propylthiouracil, Oral",-121.05676589285706,70.63655249928945,-1241.9628369170423,729.0965588331011,Hormones & Synthetic Subst,#000080
"Rosiglitazone, Oral",-1.88026231231936,-12.039946212466106,-1122.7863333365044,646.4200601213455,Hormones & Synthetic Subst,#000080
"Salmeterol, Inhalation",-106.86337264060948,-107.4803922545594,-1227.7694436647946,550.9796140792522,Hormones & Synthetic Subst,#000080
"Salmon calcitonin, Nasal",-2.334057536936541,-11.807810109361329,-1123.2401285611218,646.6521962244503,Hormones & Synthetic Subst,#000080
"Saxagliptin, Oral",-2.0395830670820203,-12.47855652666152,-1122.9456540912672,645.98144980715,Hormones & Synthetic Subst,#000080
"Sitagliptin, Oral",-8.429081852370302,-48.709443501895066,-1129.3351528765554,609.7505628319166,Hormones & Synthetic Subst,#000080
"Somatotropin, Injection",-1.7907655258088084,-11.63906072009317,-1122.696836549994,646.8209456137184,Hormones & Synthetic Subst,#000080
"Somatotropin, Subcutaneous",-1.8172705297185128,-11.422582777310168,-1122.7233415539038,647.0374235565015,Hormones & Synthetic Subst,#000080
"Testosterone enanthate, Intramuscular",-2.334057536936541,-11.807868114942067,-1123.2401285611218,646.6521382188696,Hormones & Synthetic Subst,#000080
"Testosterone, Route Not Applicable",-1.9731267364381893,-11.6519937336125,-1122.8791977606234,646.8080126001992,Hormones & Synthetic Subst,#000080
"Testosterone, Topical application",-2.170654430109124,-11.5762027494348,-1123.0767254542943,646.8838035843769,Hormones & Synthetic Subst,#000080
"Thyroid, porcine, Oral",-67.09607882210214,-134.063981791602,-1188.0021498462872,524.3960245422096,Hormones & Synthetic Subst,#000080
"Thyroid, porcine, Route Not Applicable",-23.351011411809395,-39.47865178967295,-1144.2570824359946,618.9813545441386,Hormones & Synthetic Subst,#000080
"Urofollitropin, Injection",-2.025955037192432,-11.950441370413074,-1122.9320260613777,646.5095649633986,Hormones & Synthetic Subst,#000080
"Acebutolol, Oral",-39.650553935737406,77.73104863924013,-1317.5694084460602,316.31730408373005,Cardiovascular Agents,#9966cc
"Adenosine, Intravenous",-8.547924842116487,-21.479575166148948,-1286.4667793524393,217.106680278341,Cardiovascular Agents,#9966cc
"Aliskiren, Oral",25.80881509538321,-17.33011421699524,-1252.1100394149396,221.2561412274947,Cardiovascular Agents,#9966cc
"Amlodipine, Oral",150.0,23.56931460739804,-1127.9188545103227,262.155570051888,Cardiovascular Agents,#9966cc
"Atenolol, Oral",110.6965608630956,-57.701423230242696,-1167.2222936472272,180.88483221424724,Cardiovascular Agents,#9966cc
"Atorvastatin, Oral",-75.1925801586177,86.49962824033378,-1353.1114346689403,325.0858836848237,Cardiovascular Agents,#9966cc
"Benazepril, Oral",-91.32380715975133,55.24948364431137,-1369.242661670074,293.83573908880135,Cardiovascular Agents,#9966cc
"Betaxolol, Ophthalmic",-51.43985434956804,20.695369381527627,-1329.3587088598908,259.2816248260176,Cardiovascular Agents,#9966cc
"Betaxolol, Oral",53.97850695149052,-5.357968051821956,-1223.9403475588322,233.228287392668,Cardiovascular Agents,#9966cc
"Bisoprolol, Oral",93.94453400225862,100.32196773848102,-1183.974320508064,338.90822318297097,Cardiovascular Agents,#9966cc
"Captopril, Oral",18.431799862561604,20.170076977899697,-1259.4870546477612,258.7563324223896,Cardiovascular Agents,#9966cc
"Carvedilol, Oral",-118.42982343697766,-75.74168685266578,-1396.3486779473003,162.84456859182416,Cardiovascular Agents,#9966cc
"Cholestyramine, Oral",15.225194955644213,136.72745799688124,-1262.6936595546786,375.3137134413712,Cardiovascular Agents,#9966cc
"Clonidine, Oral",125.7443453331577,66.33675706652983,-1152.174509177165,304.9230125110198,Cardiovascular Agents,#9966cc
"Clonidine, Transdermal",88.34415819558438,-92.6736281579894,-1189.5746963147385,145.91262728650054,Cardiovascular Agents,#9966cc
"Colesevelam, Oral",-121.62911179434258,81.60284236558851,-1399.5479663046654,320.18909781007847,Cardiovascular Agents,#9966cc
"Colestipol, Oral",-109.53977757365796,13.29557780695555,-1387.4586320839808,251.8818332514455,Cardiovascular Agents,#9966cc
"Digoxin, Oral",-77.751405513618,-51.33435865883576,-1355.6702600239407,187.2518967856542,Cardiovascular Agents,#9966cc
"Diltiazem, Oral",83.76908888721957,-17.193720935529825,-1194.1497656231031,221.39253450896013,Cardiovascular Agents,#9966cc
"Diltiazem, Route Not Applicable",-3.7485471923782256,74.36939369801803,-1281.667401702701,312.955649142508,Cardiovascular Agents,#9966cc
"Disopyramide, Oral",-7.770224159017403,-3.803924293411313,-1285.6890786693402,234.78233115107864,Cardiovascular Agents,#9966cc
"Doxazosin, Oral",-56.92672859179218,-24.52476806753363,-1334.845583102115,214.0614873769564,Cardiovascular Agents,#9966cc
"Enalapril, Oral",-72.24563119618182,0.9387704431988196,-1350.1644857065046,239.5250258876888,Cardiovascular Agents,#9966cc
"Eplerenone, Oral",-46.35055173012195,-2.8082277567698952,-1324.2694062404446,235.77802768772003,Cardiovascular Agents,#9966cc
"Ezetimibe, Oral",9.900566918669483,-84.07532652940536,-1268.0182875916532,154.5109289150846,Cardiovascular Agents,#9966cc
"Felodipine, Oral",56.83966205657089,124.857918196051,-1221.0791924537518,363.44417364054095,Cardiovascular Agents,#9966cc
"Fenofibrate, Oral",-11.171012744736345,105.23867002714891,-1289.089867255059,343.82492547163884,Cardiovascular Agents,#9966cc
"Fenofibric acid, Oral",52.60892086785631,46.74992564047699,-1225.3099336424664,285.33618108496694,Cardiovascular Agents,#9966cc
"Flecainide, Oral",26.26786083396965,95.65833918287774,-1251.650993676353,334.2445946273677,Cardiovascular Agents,#9966cc
"Gemfibrozil, Oral",71.8001144007977,19.192096674067784,-1206.118740109525,257.77835211855773,Cardiovascular Agents,#9966cc
"Guanfacine, Oral",-47.12308606910089,-150.0,-1325.0419405794237,88.58625544448995,Cardiovascular Agents,#9966cc
"Hydralazine, Oral",-94.55688080029005,127.33825507908956,-1372.475735310613,365.9245105235795,Cardiovascular Agents,#9966cc
"Icosapent ethyl, Oral",8.11715695413028,-11.717540194211892,-1269.8016975561925,226.8687152502781,Cardiovascular Agents,#9966cc
"Irbesartan, Oral",11.813978770115398,-34.55479332276086,-1266.1048757402073,204.03146212172908,Cardiovascular Agents,#9966cc
"Isosorbide dinitrate, Oral",43.3114131647848,19.96442359688146,-1234.6074413455378,258.5506790413714,Cardiovascular Agents,#9966cc
"Isosorbide mononitrate, Oral",-78.5856633809108,28.373250080074143,-1356.5045178912335,266.95950552456407,Cardiovascular Agents,#9966cc
"Isradipine, Oral",-48.21043830971769,112.4990346499439,-1326.1292928200403,351.08529009443384,Cardiovascular Agents,#9966cc
"Labetalol, Oral",70.38112846297133,-127.6321367004791,-1207.5377260473515,110.95411874401086,Cardiovascular Agents,#9966cc
"Lisinopril, Oral",-123.65907343550816,-37.73086130619191,-1401.5779279458309,200.85539413829804,Cardiovascular Agents,#9966cc
"Losartan, Oral",5.215975186448674,-144.0469450368497,-1272.702879323874,94.53931040764022,Cardiovascular Agents,#9966cc
"Lovastatin, Oral",24.98488829851979,65.2962978873341,-1252.933966211803,303.88255333182406,Cardiovascular Agents,#9966cc
"Methyldopa, Oral",49.36040387461384,-77.1432050343337,-1228.5584506357088,161.44305041015625,Cardiovascular Agents,#9966cc
"Metoprolol, Oral",-150.0,-6.184854564148736,-1427.9188545103227,232.4014008803412,Cardiovascular Agents,#9966cc
"Mexiletine, Oral",-30.10677497658621,12.869362530906272,-1308.0256294869089,251.45561797539625,Cardiovascular Agents,#9966cc
"Minoxidil, Oral",-42.03058962140906,-49.961188217629896,-1319.9494441317318,188.62506722686004,Cardiovascular Agents,#9966cc
"Minoxidil, Route Not Applicable",5.898926620252439,7.122113636816351,-1272.0199278900702,245.7083690813063,Cardiovascular Agents,#9966cc
"Nadolol, Oral",-58.16125712962497,52.59292600943738,-1336.0801116399475,291.1791814539273,Cardiovascular Agents,#9966cc
"Nebivolol, Oral",44.88714609915877,-30.680773565481783,-1233.031708411164,207.90548187900816,Cardiovascular Agents,#9966cc
"Nicardipine, Oral",-93.16904176578228,-20.635585316171387,-1371.087896276105,217.95067012831856,Cardiovascular Agents,#9966cc
"Nifedipine, Oral",-44.137139776214696,-68.78112654005425,-1322.0559942865375,169.80512890443572,Cardiovascular Agents,#9966cc
"Nifedipine, Route Not Applicable",-138.98309910757777,40.31925980265933,-1416.9019536179003,278.9055152471493,Cardiovascular Agents,#9966cc
"Nisoldipine, Oral",37.39869875159471,-112.12979478289606,-1240.520155758728,126.4564606615939,Cardiovascular Agents,#9966cc
"Nitroglycerin, Rectal",-24.71451570535716,-5.631449211407784,-1302.63337021568,232.95480623308217,Cardiovascular Agents,#9966cc
"Nitroglycerin, Sublingual",105.05427027374492,15.256219508543978,-1172.8645842365777,253.842474953034,Cardiovascular Agents,#9966cc
"Nitroglycerin, Topical application",-11.924909767948208,12.625067020898143,-1289.843764278271,251.2113224653881,Cardiovascular Agents,#9966cc
"Nitroglycerin, Transdermal",58.86264284393462,79.48281979597428,-1219.0562116663882,318.06907524046426,Cardiovascular Agents,#9966cc
"Olmesartan, Oral",2.01911017491392,-58.6398010776615,-1275.8997443354087,179.94645436682845,Cardiovascular Agents,#9966cc
"Omega-3-acid ethyl esters, Oral",127.31949990015409,-21.40882434913172,-1150.5993546101686,217.17743109535823,Cardiovascular Agents,#9966cc
"Papaverine, Oral",0.6180108886219955,26.001461001335485,-1277.3008436217008,264.58771644582544,Cardiovascular Agents,#9966cc
"Pindolol, Oral",-29.632935705985943,150.0,-1307.5517902163087,388.58625544449,Cardiovascular Agents,#9966cc
"Pravastatin, Oral",24.584726830211903,2.12061149007161,-1253.334127680111,240.7068669345616,Cardiovascular Agents,#9966cc
"Prazosin, Oral",-27.500043546075275,-71.59235850102239,-1305.418898056398,166.99389694346758,Cardiovascular Agents,#9966cc
"Propafenone, Oral",24.20437680389284,40.443993878798864,-1253.71447770643,279.0302493232888,Cardiovascular Agents,#9966cc
"Propranolol, Oral",-100.23116359912652,-119.98183896281498,-1378.150018109449,118.60441648167496,Cardiovascular Agents,#9966cc
"Quinapril, Oral",-32.68037903366755,-24.431720778252213,-1310.5992335439903,214.1545346662377,Cardiovascular Agents,#9966cc
"Quinidine, Oral",-16.527271814925456,-40.5254315193997,-1294.446126325248,198.06082392509023,Cardiovascular Agents,#9966cc
"Ramipril, Oral",32.80554905884665,-54.13148304832802,-1245.113305451476,184.454772396162,Cardiovascular Agents,#9966cc
"Rosuvastatin, Oral",70.40953182872971,-48.60389465407288,-1207.509322681593,189.9823607904171,Cardiovascular Agents,#9966cc
"Sildenafil, Oral",-18.978212779551622,30.359426847663485,-1296.8970672898745,268.94568229215344,Cardiovascular Agents,#9966cc
"Simvastatin, Oral",-72.78854559721675,-89.29756160857585,-1350.7074001075396,149.2886938359141,Cardiovascular Agents,#9966cc
"Sotalol, Oral",87.68518339261084,52.29420123049954,-1190.2336711177118,290.8804566749895,Cardiovascular Agents,#9966cc
"Tadalafil, Oral",-35.1493700487236,37.01638975767543,-1313.0682245590465,275.6026452021654,Cardiovascular Agents,#9966cc
"Telmisartan, Oral",-20.85479516708128,54.16818041383331,-1298.773649677404,292.7544358583233,Cardiovascular Agents,#9966cc
"Valsartan, Oral",-8.602255648950575,-107.61234493714534,-1286.5211101592731,130.9739105073446,Cardiovascular Agents,#9966cc
"Verapamil, Oral",-44.05623170761496,-109.6544135643842,-1321.9750862179376,128.93184188010574,Cardiovascular Agents,#9966cc
"Verapamil, Route Not Applicable",1.5420428324050022,46.90452496191884,-1276.3768116779177,285.4907804064088,Cardiovascular Agents,#9966cc
"Acetaminophen, Oral",-20.80155201951439,-150.0,-1303.7841156947054,-359.65624556743603,Central Nervous System,#ff0000
"Acetaminophen, Route Not Applicable",-0.9151899435993868,20.538472944318897,-1283.8977536187904,-189.1177726231172,Central Nervous System,#ff0000
"Acetylsalicylic acid, Oral",24.747630486454256,-95.96361837806856,-1258.2349331887367,-305.6198639455046,Central Nervous System,#ff0000
"Alprazolam, Oral",107.83682797811554,110.49277979001369,-1175.1457356970757,-99.16346577742236,Central Nervous System,#ff0000
"Amitriptyline, Oral",-122.301399726817,-55.55226053009508,-1405.283963402008,-265.20850609753114,Central Nervous System,#ff0000
"Amphetamine, Oral",148.36629398560234,38.68285199473331,-1134.6162696895883,-170.97339357270275,Central Nervous System,#ff0000
"Aripiprazole, Oral",-103.09606350151547,107.86955995517133,-1386.0786271767065,-101.78668561226472,Central Nervous System,#ff0000
"Armodafinil, Oral",-1.6232619386783256,20.76348592503095,-1284.6058256138692,-188.8927596424051,Central Nervous System,#ff0000
"Atomoxetine, Oral",12.453032691066312,40.07846061067767,-1270.529530984125,-169.5777849567584,Central Nervous System,#ff0000
"Bromocriptine, Oral",-73.21703460950941,39.7719114681382,-1356.1995982847004,-169.88433409929786,Central Nervous System,#ff0000
"Bromotheophylline, Oral",-0.9084570916629672,20.288771723372264,-1283.891020766854,-189.3674738440638,Central Nervous System,#ff0000
"Buprenorphine, Sublingual",-106.34089801349566,-83.93412976310921,-1389.3234616886866,-293.59037533054527,Central Nervous System,#ff0000
"Buprenorphine, Transdermal",-1.5588956822786884,19.79080488797814,-1284.5414593574696,-189.86544067945792,Central Nervous System,#ff0000
"Bupropion, Oral",-23.386463458465528,149.84136024239746,-1306.3690271336563,-59.8148853250386,Central Nervous System,#ff0000
"Butabarbital, Oral",-0.9148325531688216,20.53854629647577,-1283.89739622836,-189.1176992709603,Central Nervous System,#ff0000
"Butalbital, Oral",71.79241998642897,-141.9284994611236,-1211.190143688762,-351.58474502855967,Central Nervous System,#ff0000
"Butorphanol, Nasal",-8.845215871555553,-60.20989300540029,-1291.8277795467466,-269.86613857283635,Central Nervous System,#ff0000
"Cabergoline, Oral",-48.82911219455848,19.07095825685937,-1331.8116758697497,-190.5852873105767,Central Nervous System,#ff0000
"Caffeine, Oral",71.93068690836515,-141.95443887957725,-1211.051876766826,-351.61068444701334,Central Nervous System,#ff0000
"Carbamazepine, Oral",132.88391266821827,-39.09892953005894,-1150.098651006973,-248.755175097495,Central Nervous System,#ff0000
"Carbidopa, Oral",-0.8519942008246062,19.837614042956066,-1283.8345578760154,-189.81863152448,Central Nervous System,#ff0000
"Carbinoxamine, Oral",-0.6725434286040297,20.17349356937359,-1283.655107103795,-189.48275199806247,Central Nervous System,#ff0000
"Celecoxib, Oral",50.83312626475583,7.168826800363206,-1232.149437410435,-202.48741876707285,Central Nervous System,#ff0000
"Chlordiazepoxide, Oral",-0.9407781389886338,20.421287634241025,-1283.9233418141796,-189.23495793319503,Central Nervous System,#ff0000
"Chlorpromazine, Oral",3.718141926192175,25.26964514846216,-1279.2644217489988,-184.3866004189739,Central Nervous System,#ff0000
"Citalopram, Oral",-86.34728438860195,128.10510420983746,-1369.329848063793,-81.5511413575986,Central Nervous System,#ff0000
"Clomipramine, Oral",0.0039246986038108,21.665717454826847,-1282.978638976587,-187.9905281126092,Central Nervous System,#ff0000
"Clonazepam, Oral",117.20894827923638,100.63073947881196,-1165.7736153959545,-109.0255060886241,Central Nervous System,#ff0000
"Clorazepic acid, Oral",-0.9177564386374684,20.472435045355184,-1283.9003201138285,-189.18381052208088,Central Nervous System,#ff0000
"Clozapine, Oral",-0.8860182495307072,20.50875484189729,-1283.8685819247216,-189.1474907255388,Central Nervous System,#ff0000
"Codeine, Oral",-50.71344004731755,-106.41208895940012,-1333.6960037225083,-316.06833452683617,Central Nervous System,#ff0000
"Codeine, Route Not Applicable",-0.9872508879263364,20.57756964394341,-1283.969814563117,-189.07867592349265,Central Nervous System,#ff0000
"Dalfampridine, Oral",-1.1283601431524062,20.607277267485472,-1284.1109238183433,-189.0489682999506,Central Nervous System,#ff0000
"Desipramine, Oral",-0.0599234616012154,19.76130684202721,-1283.0424871367925,-189.89493872540885,Central Nervous System,#ff0000
"Desvenlafaxine, Oral",-135.67077488565636,8.813968975181297,-1418.6533385608473,-200.8422765922548,Central Nervous System,#ff0000
"Dexmethylphenidate, Oral",-0.9316035188758178,20.862752351067627,-1283.9141671940667,-188.79349321636843,Central Nervous System,#ff0000
"Dextroamphetamine, Oral",-10.357587834784766,32.57796155403881,-1293.3401515099756,-177.07828401339725,Central Nervous System,#ff0000
"Dextropropoxyphene, Oral",-145.41127477340817,-15.432932289147914,-1428.3938384485991,-225.089177856584,Central Nervous System,#ff0000
"Diazepam, Oral",-91.79477984263764,-81.79587142624362,-1374.7773435178285,-291.4521169936797,Central Nervous System,#ff0000
"Diazepam, Rectal",-0.9024126360592106,20.62146567040466,-1283.88497631125,-189.0347798970314,Central Nervous System,#ff0000
"Diclofenac, Ophthalmic",-0.8760604886421959,20.39543623837565,-1283.8586241638332,-189.2608093290604,Central Nervous System,#ff0000
"Diclofenac, Oral",-21.755892405764,-10.278717238437991,-1304.7384560809548,-219.93496280587405,Central Nervous System,#ff0000
"Diclofenac, Route Not Applicable",-1.0463042597377807,20.36299362726939,-1284.0288679349287,-189.29325194016667,Central Nervous System,#ff0000
"Diclofenac, Topical application",-84.62887084568256,-13.483455159040574,-1367.6114345208734,-223.13970072647663,Central Nervous System,#ff0000
"Diflunisal, Oral",-1.0083765001208749,20.13666030773325,-1283.9909401753118,-189.5195852597028,Central Nervous System,#ff0000
"Doxepin, Oral",27.77483536983715,51.268038736226174,-1255.2077283053538,-158.38820683120989,Central Nervous System,#ff0000
"Doxepin, Route Not Applicable",-0.915161160477453,20.538514859837107,-1283.8977248356684,-189.11773070759887,Central Nervous System,#ff0000
"Doxepin, Topical application",0.8064581026460758,28.66875266229036,-1282.1761055725449,-180.9874929051457,Central Nervous System,#ff0000
"Duloxetine, Oral",-137.2244830098568,73.71556967642792,-1420.2070466850478,-135.94067589100814,Central Nervous System,#ff0000
"Escitalopram, Oral",-79.83568471251282,132.09313523360828,-1362.8182483877038,-77.56311033382778,Central Nervous System,#ff0000
"Eszopiclone, Oral",128.40759752570204,63.586936190434784,-1154.5749661494888,-146.06930937700128,Central Nervous System,#ff0000
"Ethosuximide, Oral",-1.2911646765276714,20.612317608552047,-1284.2737283517183,-189.043927958884,Central Nervous System,#ff0000
"Etodolac, Oral",-1.1468113236016109,19.49658938667642,-1284.1293749987926,-190.15965618075964,Central Nervous System,#ff0000
