,Medication,odds ratio,p-val,95% CI (LL),95% CI (UL),best_shrink_coeff,Disease
325,"Hydromorphone, Oral",1.0822327526706086,0.7051084445868765,0.7187350702586132,1.6295680834546935,0.0206828354321045,Bronchopulmonary Dysplasia (BPD)
326,"Fluconazole, Oral",1.171410009503101,1.837969071713458e-05,1.089612234485349,1.25934838737579,0.0228559886868885,Bronchopulmonary Dysplasia (BPD)
327,"Doxylamine, Oral",1.0963292026275615,0.6369308685120755,0.7483166348263615,1.6061886968647716,1.0,Newborn Respiratory Distress Syndrome (RDS)
328,"Ascorbic acid, Oral",0.9739506419990296,0.1182427509787639,0.9422260905812354,1.0067433522936802,1.0,Transient Tachypnea of the Newborn (TTN)
329,"Valaciclovir, Oral",0.7973119263779583,0.0037268042296902,0.6841527001221474,0.9291877497977178,0.0496150597052286,Neonatal Anemia
330,"Pantoprazole, Oral",1.1646023687740703,0.0036386067156337,1.0509282744174546,1.2905720688750075,0.4297816681798203,Other Respiratory Disorder
331,"Azithromycin, Oral",1.0338117008782763,0.0023743301393206,1.0118761390651876,1.0562227842038103,3.5735054452692467,Neonatal Jaundice
332,"Valaciclovir, Oral",0.8001074096661134,0.0098984487677327,0.6753890745576709,0.947856415092119,0.010371278487202,Anemia of Prematurity (AOP)
333,"Lauric acid, Oral",1.3616365788653326,0.0812754135616787,0.9623681442449656,1.92655397416412,1.0,Neonatal Death
334,"Nifedipine, Oral",1.0832721680560655,0.4733229184585729,0.8705449982382291,1.347981543124966,0.0911329327479558,Persistent Pulmonary Hypertension of the Newborn (PPHN)
335,"Acetaminophen, Oral",1.0057124426922233,0.6470769402177475,0.9814842700063944,1.030538693584329,0.98233091472195,Neonatal Jaundice
336,"Lorazepam, Oral",1.0741173066924086,0.620998523635079,0.809023994685275,1.4260738817579506,0.0573571247043459,Bronchopulmonary Dysplasia (BPD)
337,"Prednisone, Oral",1.0034725312735926,0.9549972540449476,0.8896479692950923,1.131860191642418,0.0142957551853328,Bronchopulmonary Dysplasia (BPD)
338,"Ergocalciferol, Oral",1.113868470586936,0.3683729067404915,0.8806191294556578,1.4088984990986997,0.3768047905036218,Other Respiratory Disorder
339,"Insulin detemir, Subcutaneous",1.04789428046192,0.7249401042582684,0.8075037026325519,1.359848158522288,0.0130376189626978,Bronchopulmonary Dysplasia (BPD)
340,"Ursodeoxycholic acid, Oral",1.067397902866498,0.5405329130347902,0.8661851564394286,1.3153518904978725,0.3168661440994174,Other Respiratory Disorder
341,"Trazodone, Oral",1.0730794414734106,0.8224354547536925,0.5795646994862679,1.986835100090788,0.0372836799352028,Neonatal Anemia
342,"Fish oil, Oral",0.7403235726363679,2.294216668512788e-13,0.6831378184198506,0.802296370399788,0.0120473638177218,Large for Gestational Age (LGA)
343,"Insulin lispro, Subcutaneous",1.0342046031855825,0.7026767442116819,0.8701751236833394,1.2291539164241525,0.4524857675032226,Other Respiratory Disorder
344,"Doxylamine, Oral",1.0922742076364684,0.5709682856310572,0.8049003105584177,1.482249328292793,0.4441811299952561,Other Respiratory Disorder
345,"Lamotrigine, Oral",1.4570782885192088,0.0023983646361721,1.1427158991003614,1.857922113926589,1.0,Transient Tachypnea of the Newborn (TTN)
346,"Fish oil, Oral",0.6475426720306641,1.170405463359657e-09,0.5629513466908298,0.7448450289095694,0.114449915571515,Neonatal Hypoglycemia
347,"Metronidazole, Oral",0.9918708219066256,0.9169396465739156,0.8508133753655273,1.1563143643893243,0.0163111734286334,Neonatal Anemia
348,"Nitrofurantoin, Oral",1.0454889093902229,0.2142562614775118,0.9746096117163742,1.1215229631616337,1.0,Neonatal Sepsis
349,"Linoleic acid, Oral",0.7531989424551762,3.6866615823112896e-12,0.6953294320494505,0.8158847026559489,1.8396621557403303,Large for Gestational Age (LGA)
350,"Caffeine, Oral",1.2513490246401875,0.4595009085023082,0.6907906177917843,2.266785826468664,0.039260031411255,Neonatal Abstinence Syndrome (NAS)
351,"Hydroxyprogesterone caproate, Intramuscular",1.018721619733509,0.8907215055787069,0.7818779560358197,1.327309115829479,1.504696781419307,Other Respiratory Disorder
352,"Escitalopram, Oral",1.124528273394558,0.2081417543806951,0.9367035395401562,1.350015009321457,1.0,Newborn Respiratory Distress Syndrome (RDS)
353,"Linoleic acid, Oral",0.6469169728998971,1.089773525351206e-09,0.5623801685248676,0.7441613222665777,0.0940600602647137,Neonatal Hypoglycemia
354,"Acetaminophen, Oral",1.0440752227276566,0.2029102877771548,0.977008681950886,1.1157455310807611,1.0,Neonatal Sepsis
355,"Fluconazole, Oral",1.1525681148621767,0.0001376751304475,1.0714277463606614,1.2398533302028043,0.1170543040573733,Other Respiratory Disorder
356,"Lamotrigine, Oral",0.7525162329810967,0.0001220532760279,0.6509099479845454,0.8699831407608252,0.0125679538228054,Neonatal Jaundice
357,"Insulin detemir, Subcutaneous",1.018655664026786,0.8897231771700043,0.7844319198658231,1.3228163408130351,0.4345380427042294,Other Respiratory Disorder
358,"Clonazepam, Oral",1.251201063557602,0.1980903775187845,0.8894255025223881,1.760129540931697,1.0,Transient Tachypnea of the Newborn (TTN)
359,"Hydromorphone, Oral",1.0654483563285035,0.7639874977228792,0.7043788409183132,1.611604628161675,1.4263474598339176,Other Respiratory Disorder
360,"Insulin lispro, Subcutaneous",1.0086961388649915,0.9224520654091132,0.8473227889694861,1.2008031812747375,0.0289643332995717,Bronchopulmonary Dysplasia (BPD)
361,"Valproic acid, Oral",1.0539557439081215,0.906790500572168,0.4373130556780395,2.540108729190872,0.1016600897880777,Bronchopulmonary Dysplasia (BPD)
362,"Hydrocodone, Oral",1.0737209817972722,0.0836151881690123,0.9905933245037348,1.1638244658364354,1.0,Transient Tachypnea of the Newborn (TTN)
363,"Pantoprazole, Oral",1.1640694262448978,0.0036228063738929,1.050821800593359,1.289521808886127,0.166553057875774,Bronchopulmonary Dysplasia (BPD)
364,"Iron, Oral",0.86049220851186,1.9791833305945832e-14,0.8280053259848927,0.8942537175456866,5.336509841717492,Large for Gestational Age (LGA)
365,"Methyldopa, Oral",1.0715716509120083,0.5157427616148915,0.8699343304371889,1.31994538307417,0.0194418268545623,Neonatal Pneumonia
366,"Caffeine, Oral",1.150875960958181,0.0383869826249609,1.0075430572504016,1.3145993791332715,1.0,Transient Tachypnea of the Newborn (TTN)
367,"Azathioprine, Oral",1.0501690300619335,0.9209974217009274,0.3991447466557528,2.763045238454292,0.0322400812048409,Retinopathy of Prematurity (ROP)
368,"Ampicillin, Oral",1.189990475277852,0.3609559910005523,0.8193487664609636,1.7282961654638374,0.1088000329557574,Retinopathy of Prematurity (ROP)
369,"Promethazine, Rectal",1.1560768396499848,0.3139002044685135,0.8717700563056839,1.5331034250463536,1.0,Newborn Respiratory Distress Syndrome (RDS)
370,"Enoxaparin, Subcutaneous",0.9766427896962282,0.6957107050424544,0.8675601159923314,1.0994409736950863,0.4797031449415153,Other Respiratory Disorder
371,"Lorazepam, Oral",1.0592869736766468,0.6926464542902612,0.7961249260768052,1.4094382123299791,1.5493886556232697,Other Respiratory Disorder
372,"Promethazine, Oral",0.9826981712292312,0.8376342640708687,0.8316154925179114,1.1612286019508902,0.9859122761130468,Anemia of Prematurity (AOP)
373,"Hydroxychloroquine, Oral",0.8767427586842267,0.7459089790347048,0.3956684906223893,1.9427320676864923,0.0836137583055095,Retinopathy of Prematurity (ROP)
374,"Doxylamine, Oral",1.1001974590799295,0.5376186647016268,0.8121018761484436,1.4904958164936914,0.0203524375639351,Bronchopulmonary Dysplasia (BPD)
375,"Hydroxyzine, Oral",1.158313252686918,1.07664881759843e-06,1.0918830731046307,1.228785045211136,0.0167226989606493,Neonatal Jaundice
376,"Ursodeoxycholic acid, Oral",1.0668640751178653,0.5416732431998271,0.8666328458093585,1.313357738840513,0.1465142585732362,Bronchopulmonary Dysplasia (BPD)
377,"Butalbital, Oral",1.0915381270215494,0.2025319789781149,0.9539719829349672,1.248941797091471,1.0,Transient Tachypnea of the Newborn (TTN)
378,"Ondansetron, Oral",0.9147337883688368,0.1475522212247176,0.8107985213505625,1.0319923896627654,0.0950846674288112,Neonatal Anemia
379,"Azithromycin, Oral",1.0473762229643508,0.1117279578089622,0.989304203238501,1.1088570622059777,1.0,Newborn Respiratory Distress Syndrome (RDS)
380,"Lamotrigine, Oral",1.146234084430099,0.2598378836950501,0.9040043914329376,1.4533696835550982,2.2754337891971,Other Respiratory Disorder
381,"Bupropion, Oral",1.3425602287979808,6.359905215513863e-05,1.1620702460250318,1.5510834858009608,1.0,Transient Tachypnea of the Newborn (TTN)
382,"Insulin lispro, Injection",1.0540093448390075,0.8373870218399478,0.637801108941757,1.741821523093969,0.0169791219462748,Intraventricular Hemorrhage (IVH)
383,"Pantoprazole, Oral",1.1492218537009071,3.765711847824123e-07,1.0891830347186116,1.2125701805160347,3.7917004692679743,Neonatal Jaundice
384,"Hydralazine, Oral",0.9960678471443724,0.9869549003833832,0.6211218139595115,1.5973535847824845,0.4680313950980177,Other Respiratory Disorder
385,"Iodine, Oral",0.7167978628609745,1.3540389120580033e-19,0.6669609371712714,0.7703587235276419,0.0805496870905501,Neonatal Jaundice
386,"Betamethasone, Injection",1.061261728267078,0.7994559984121566,0.6708201025829601,1.6789545387023324,0.1928012677674699,Neonatal Hypoglycemia
387,"Metronidazole, Vaginal",0.8298099871711792,0.3284039115563468,0.5708170077220439,1.206314117298227,0.1298667075153886,Retinopathy of Prematurity (ROP)
388,"Cephalexin, Oral",1.1078191542580165,0.0045679838209147,1.032135136335918,1.1890529014424742,0.0101304960383345,Bronchopulmonary Dysplasia (BPD)
389,"Dexamethasone, Oral",1.0479208398458015,0.830827611642978,0.6820753094034486,1.6099953647986096,1.5677375093772012,Other Respiratory Disorder
390,"Ergocalciferol, Oral",1.113243933076751,0.4759054337396056,0.8288977238942904,1.4951326548584465,1.0,Newborn Respiratory Distress Syndrome (RDS)
391,"Lamotrigine, Oral",1.168144316767669,0.19004343232924,0.925861345125392,1.4738288319098125,0.0190859326313584,Bronchopulmonary Dysplasia (BPD)
392,"Cholecalciferol, Oral",0.8675443426125604,2.0165561833867908e-09,0.8281750220972093,0.9087851798441674,1.0,Transient Tachypnea of the Newborn (TTN)
393,"Progesterone, Oral",1.011323344118151,0.951301797842574,0.704621740064117,1.4515233467892332,4.063421313951438,Neonatal Arrhythmia
394,"Nitrofurantoin, Oral",0.9301593838382536,0.1820639624908153,0.8363256902747155,1.034520987939711,0.0139338305271613,Anemia of Prematurity (AOP)
395,"Valproic acid, Oral",1.0424108456260164,0.9277808606068528,0.4245807898572231,2.5592782269875007,1.4996333895227358,Other Respiratory Disorder
396,"Hydroxyprogesterone caproate, Route Not Applicable",1.0905020914371064,0.1063370724902839,0.98165647480857,1.2114164597759156,5.158322495882581,Neonatal Jaundice
397,"Insulin human, Injection",1.0709748579056069,0.7729976753337826,0.6721077243984819,1.7065525430353552,3.4992290387883527,Persistent Pulmonary Hypertension of the Newborn (PPHN)
398,"Doconexent, Oral",0.9092785212123006,1.064264480972964e-06,0.8751976660063716,0.9446865105465316,0.0466166667468581,Other Respiratory Disorder
399,"Promethazine, Oral",1.0824865678034776,0.1137690602901193,0.981209684044474,1.194216882007293,1.0,Transient Tachypnea of the Newborn (TTN)
400,"Metronidazole, Oral",1.1138467950443256,0.4050932959954039,0.8641549434048484,1.4356854546734694,0.1689140434918626,Intraventricular Hemorrhage (IVH)
401,"Insulin glulisine, Injection",1.022400138115361,0.9551258813477814,0.4726259493618204,2.2116899079065897,1.0,Newborn Respiratory Distress Syndrome (RDS)
402,"Promethazine, Oral",1.0036527251876382,0.9730488674247612,0.8123086043622048,1.240069091189158,0.5792590184027249,Retinopathy of Prematurity (ROP)
403,"Levothyroxine, Oral",1.0463851249478022,0.0699621181477632,0.9963085608986116,1.0989786424443375,0.3268440346211778,Other Respiratory Disorder
404,"Furosemide, Oral",1.0110299737207675,0.9656434377249988,0.613739746620716,1.6654968386681857,0.1026858539508243,Bronchopulmonary Dysplasia (BPD)
405,"Amlodipine, Oral",1.000262173657681,0.9988288843236756,0.7048431371141893,1.4194994082609589,0.0206533046314856,Bronchopulmonary Dysplasia (BPD)
406,"Cefdinir, Oral",1.2149498806835703,0.1050495691554333,0.9600830093299976,1.5374745706656483,1.0,Newborn Respiratory Distress Syndrome (RDS)
407,"Acetaminophen, Oral",0.945561221710846,0.2394052106423145,0.8613695263904088,1.0379819538659534,1.2857984842995915,Neonatal Anemia
408,"Pantoprazole, Oral",1.095876546546401,0.1823832416762598,0.957895967698013,1.2537326032977707,1.0,Newborn Respiratory Distress Syndrome (RDS)
409,"Dexamethasone, Oral",1.0506730743663393,0.82026409941795,0.6859294741671335,1.6093694042507871,0.0298476671131987,Bronchopulmonary Dysplasia (BPD)
410,"Prednisone, Oral",1.0011642549362572,0.98497840815808,0.8869526384691495,1.1300827371031428,0.4070609769792659,Other Respiratory Disorder
411,"Acetaminophen, Oral",1.2193380302354206,0.013406458961134,1.0419837612416811,1.4268794651911525,0.2082892133716865,Intraventricular Hemorrhage (IVH)
412,"Doxylamine, Oral",1.0891810437086946,0.7129011017151085,0.6910117217843122,1.716780350572186,0.0350599600809687,Neonatal Hypoglycemia
413,"Hydroxyprogesterone caproate, Intramuscular",1.0039642772985915,0.9841524569644816,0.6794736801742012,1.4834191514721655,0.0356899315437557,Neonatal Hypoglycemia
414,"Amlodipine, Oral",1.0398211371688355,0.8927940766477614,0.5892883024713609,1.834803088350184,0.2004871204039219,Neonatal Anemia
415,"Insulin lispro, Injection",0.9837860872169734,0.8866489740381954,0.7857546292778553,1.2317268385566715,1.0,Neonatal Sepsis
416,"Insulin lispro, Subcutaneous",1.0990340392638305,0.3423877210380703,0.9043820496984124,1.3355813727874914,1.0,Transient Tachypnea of the Newborn (TTN)
417,"Cephalexin, Oral",1.0459706966845483,0.2232944688650804,0.9729815217979992,1.124435226992827,0.1312822998775639,Other Respiratory Disorder
418,"Indomethacin, Oral",1.0434692358834603,0.908731272374478,0.5041225476549946,2.1598479403471784,3.0378816460662588,Persistent Pulmonary Hypertension of the Newborn (PPHN)
419,"Salbutamol, Inhalation",1.0937747708000076,0.1016102431141609,0.982477615678484,1.217679904505949,1.0,Newborn Respiratory Distress Syndrome (RDS)
420,"Nitrofurantoin, Oral",1.141438700280464,0.122175389944234,0.9651668951642952,1.349903641562605,0.2265057993073674,Intraventricular Hemorrhage (IVH)
421,"Ursodeoxycholic acid, Oral",1.310513050357457,0.0255790946015792,1.0335674608706742,1.6616665289660295,1.0,Transient Tachypnea of the Newborn (TTN)
422,"Levothyroxine, Oral",1.017068924649836,0.5006588135916148,0.968185169301922,1.0684208251549805,0.0128509273930709,Bronchopulmonary Dysplasia (BPD)
423,"Doconexent, Oral",0.905717834836828,3.354905878503104e-07,0.8719118327255901,0.9408345724328364,0.022534761446879,Bronchopulmonary Dysplasia (BPD)
424,"Valproic acid, Oral",1.113086335276911,0.8336849334002429,0.4094697437187332,3.025769812753814,1.0,Transient Tachypnea of the Newborn (TTN)
425,"Sulfamethoxazole, Oral",1.058449698868052,0.5953143427286974,0.8582943810498552,1.3052814858970805,1.0,Newborn Respiratory Distress Syndrome (RDS)
426,"Ascorbic acid, Oral",0.9253101505051998,4.959692577333246e-08,0.8998486543084098,0.9514920876177764,0.2293758233392131,Other Respiratory Disorder
427,"Enoxaparin, Subcutaneous",1.0528971743956708,0.6510172373608083,0.8421527590605576,1.316379300457378,0.1860025092277651,Anemia of Prematurity (AOP)
428,"Tramadol, Oral",1.0720986717112486,0.6633345029346964,0.783619726537418,1.46677721726565,0.2064360917033524,Other Respiratory Disorder
429,"Salbutamol, Inhalation",1.057858238673329,0.8271429391465457,0.6385247972089744,1.7525772812904463,0.0164746711045676,Neonatal Abstinence Syndrome (NAS)
430,"Progesterone, Route Not Applicable",0.9456490557882158,0.8871801339550796,0.4369607016418102,2.0465276015740868,0.0474738166555691,Retinopathy of Prematurity (ROP)
431,"Tramadol, Oral",1.086557855441113,0.6009303993578787,0.7960852463765816,1.4830170243631344,0.0302669228364001,Bronchopulmonary Dysplasia (BPD)
432,"Trimethoprim, Oral",1.0615113658211082,0.5761973147602188,0.8610319132278773,1.3086697048697873,1.0,Newborn Respiratory Distress Syndrome (RDS)
433,"Naloxone, Sublingual",1.129591937990046,0.7870287512053945,0.4666595985805405,2.734279869637969,1.0,Transient Tachypnea of the Newborn (TTN)
434,"Insulin detemir, Subcutaneous",1.0040064997933842,0.9807762037661087,0.7252482990126459,1.3899088808614857,1.0,Newborn Respiratory Distress Syndrome (RDS)
435,"Butalbital, Oral",0.95528022323422,0.7453860380235064,0.724780369421448,1.2590852945298003,0.0544865461263039,Retinopathy of Prematurity (ROP)
436,"Azathioprine, Oral",1.038349639789127,0.8966407349930473,0.5885163647236041,1.8320135837795617,1.0,Newborn Respiratory Distress Syndrome (RDS)
437,"Progesterone, Route Not Applicable",1.0387418435979987,0.8412023907409117,0.7161814555316548,1.506579944659959,0.0308719119061334,Bronchopulmonary Dysplasia (BPD)
438,"Ibuprofen, Oral",1.2187103588511672,0.041873497740078,1.007298636545748,1.474493149186037,1.0,Newborn Respiratory Distress Syndrome (RDS)
439,"Furosemide, Oral",1.0101857217699777,0.9682929813473444,0.612893594985533,1.6650120034163822,0.3234215882711057,Other Respiratory Disorder
440,"Ursodeoxycholic acid, Oral",1.1596408729332472,0.0137725047533756,1.0307188454656748,1.3046884318582754,7.512243844369003,Neonatal Jaundice
441,"Amlodipine, Oral",1.0042719159052067,0.9886582535861034,0.5579510639781937,1.807617452836924,0.1027142360686074,Anemia of Prematurity (AOP)
442,"Metformin, Oral",0.9221919376642994,0.2850675362521132,0.7949193384761988,1.0698418427249,1.0,Transient Tachypnea of the Newborn (TTN)
443,"Glucagon, Injection",1.0272100350741984,0.9265178170036418,0.5806065723609284,1.8173415637830668,1.0,Newborn Respiratory Distress Syndrome (RDS)
444,"Acebutolol, Oral",1.0518737845873922,0.8757376882948458,0.5580544547118526,1.982671134259658,0.0349619199835719,Bronchopulmonary Dysplasia (BPD)
445,"Dextropropoxyphene, Oral",1.1151449325047669,0.3123046483599959,0.902647769180344,1.3776671952784796,1.0,Newborn Respiratory Distress Syndrome (RDS)
446,"Amlodipine, Oral",0.9999728966113156,0.9998789919625564,0.7044784884073181,1.4194128144606637,0.412246096132252,Other Respiratory Disorder
447,"Insulin Human Isophane (NPH), Subcutaneous",0.8808821661263758,1.0921996349864082e-06,0.8370838760709817,0.9269720905885636,4.886344699586923,Neonatal Jaundice
448,"Levothyroxine, Oral",1.040769534075768,0.001176270440269,1.0159471463857956,1.0661984010819368,0.2549511838077944,Neonatal Jaundice
449,"Metoprolol, Oral",1.0151995715754751,0.8753078078091451,0.8408582532751675,1.225688356048946,0.5167275382734519,Other Respiratory Disorder
450,"Sertraline, Oral",1.1270430537832958,0.4833134120073176,0.8067031834524069,1.5745891067952091,0.2860813350300903,Neonatal Seizure
451,"Promethazine, Oral",1.0307593634683512,0.166032943068924,0.987503829055404,1.0759096158583816,5.440676081512807,Neonatal Jaundice
452,"Ascorbic acid, Oral",0.9219431793751748,1.0117097822114384e-08,0.8966614086818037,0.9479377809355864,0.1214014396427517,Bronchopulmonary Dysplasia (BPD)
453,"Icosapent, Oral",1.5099869339522702,4.55319232563129e-06,1.2660671775861545,1.8009001268429317,1.0,Neonatal Death
454,"Metoprolol, Oral",1.0005434858440965,0.9954785534943852,0.8291293396723863,1.2073957815322456,0.0109044636220975,Bronchopulmonary Dysplasia (BPD)
455,"Calcium, Oral",0.9203878319925458,1.8734277005376939e-07,0.8921149435322877,0.9495567442529672,0.0210614823175189,Other Respiratory Disorder
456,"Nitrofurantoin, Oral",0.9383990769215724,0.2097496687027719,0.8496477789618192,1.036421031598825,0.0112157144912346,Neonatal Anemia
457,"Folic acid, Oral",0.9346885731028628,6.49827261819369e-18,0.920449577130329,0.9491478407897234,4.677051429854249,Neonatal Jaundice
458,"Cyclobenzaprine, Oral",1.1063507284469414,0.0971525280033423,0.9818193283177096,1.2466773662241413,0.4393151414834791,Other Respiratory Disorder
459,"Insulin aspart, Injection",0.9721584448911788,0.822380074029706,0.7597487165267119,1.2439534564715604,1.0,Neonatal Sepsis
460,"Amoxicillin, Oral",1.0186204622134385,0.4695155998308611,0.968946521497686,1.0708409835004469,0.2549114529149918,Bronchopulmonary Dysplasia (BPD)
461,"Insulin human, Injection",0.890885908318287,0.2438874838656595,0.7335465715021013,1.0819731595430484,1.0,Transient Tachypnea of the Newborn (TTN)
462,"Cyclobenzaprine, Oral",1.1235939104753023,0.0536675580048596,0.9981624384743648,1.2647874003221218,0.0186311532107617,Bronchopulmonary Dysplasia (BPD)
463,"Progesterone, Multiple Routes",1.0401886200369943,0.89884236988183,0.5666071194352732,1.9095989586803428,0.105662460858918,Bronchopulmonary Dysplasia (BPD)
464,"Prednisone, Oral",1.2655597370079814,0.4967266094602732,0.6416839922551183,2.4959971999721264,0.0214303470093503,Neonatal Abstinence Syndrome (NAS)
465,"Fish oil, Oral",0.5503087088505294,0.0007052226274824,0.3895169618752242,0.777474936081851,1.0,Neonatal Death
466,"Linoleic acid, Oral",0.5514259783253901,0.000734009709145,0.3903282675712026,0.7790125256983746,1.0,Neonatal Death
467,"Enoxaparin, Subcutaneous",1.0420288402547309,0.7023535547264896,0.8436791997332062,1.2870106365855478,0.0510198901814286,Neonatal Anemia
468,"Ampicillin, Oral",1.1374779638413222,0.1970894156418852,0.9352733169947004,1.3833989430834277,1.0,Neonatal Sepsis
469,"Caffeine, Oral",0.936528452746029,0.6463802065601587,0.7077168479707738,1.2393170309817063,0.0496700906801941,Retinopathy of Prematurity (ROP)
470,"Progesterone, Vaginal",1.023588606149319,0.9469839758713172,0.5148408972026116,2.0350629492170627,0.0682147971877854,Neonatal Arrhythmia
471,"Acebutolol, Oral",1.041812171393209,0.9002480934049911,0.5490736713884246,1.9767340104261184,0.4407546400499494,Other Respiratory Disorder
472,"Promethazine, Oral",1.036377487622142,0.6500684370861787,0.8881292292465645,1.2093716336317035,0.0161746922415409,Neonatal Anemia
473,"Insulin lispro, Injection",1.0616517504714182,0.7870285387320236,0.6878510643581423,1.6385879119497573,0.0191441967862214,Persistent Pulmonary Hypertension of the Newborn (PPHN)
474,"Codeine, Oral",1.1576235065731215,0.1359136003887868,0.9550286491305254,1.4031957933311148,0.0142309553641539,Retinopathy of Prematurity (ROP)
475,"Metformin, Oral",1.0288035624205416,0.8147239683523422,0.8113066594413867,1.3046075213754171,1.1285894663366451,Anemia of Prematurity (AOP)
476,"Prednisone, Oral",1.037253571001614,0.7428680526816795,0.8336450524155906,1.2905912023805095,0.025890517268194,Neonatal Anemia
477,"Metoclopramide, Oral",1.0079704140189998,0.9727055287219714,0.6396567219665203,1.5883587565750796,0.0140772942448272,Intraventricular Hemorrhage (IVH)
478,"Insulin glulisine, Injection",1.0160144076895554,0.9645255318092896,0.5044667123387829,2.0462901741265136,0.1352661491089144,Other Respiratory Disorder
479,"Omeprazole, Oral",1.2201460248266194,0.6180366247254845,0.5581570357258396,2.6672714426401343,0.0268741925808745,Neonatal Abstinence Syndrome (NAS)
480,"Metoprolol, Oral",1.1678438218252802,0.0035629224247909,1.0521288213108697,1.2962853640642753,0.0189925033482858,Neonatal Jaundice
481,"Tacrolimus, Oral",1.0179087396648707,0.9677755140119128,0.4302366723707298,2.408298196842917,0.1518525445137553,Other Respiratory Disorder
482,"Bupropion, Oral",1.0139334309667805,0.8737855871430363,0.8547971368120352,1.2026958890693284,1.0,Newborn Respiratory Distress Syndrome (RDS)
483,"Doconexent, Oral",0.9083881640222782,6.287186791705064e-08,0.8773139681666698,0.9405629985125254,0.0125546476021657,Large for Gestational Age (LGA)
484,"Carbamazepine, Oral",0.8838029339064314,0.4730010047701509,0.6307224503612449,1.2384332054998808,0.0232381654012071,Neonatal Jaundice
485,"Progesterone, Oral",1.0463187290029066,0.8826047174113523,0.5736781888760453,1.908357165900215,1.729317081541246,Persistent Pulmonary Hypertension of the Newborn (PPHN)
486,"Verapamil, Oral",1.0357578978206965,0.9213650119866178,0.5155933777949414,2.08069860688671,1.0,Newborn Respiratory Distress Syndrome (RDS)
487,"Indomethacin, Oral",1.06404256454081,0.8805182862667208,0.4736231252559411,2.390479938121184,1.0,neonatal urinary tract infection (UTI)
488,"Hydroxyprogesterone caproate, Route Not Applicable",0.8570601589586976,0.2035094894990745,0.6757102169612735,1.0870815589819722,0.013846580997049,Large for Gestational Age (LGA)
489,"Heme iron polypeptide, Oral",1.146699640179376,0.8032069267071624,0.3907279598029088,3.365308347656468,1.0,Neonatal Death
490,"Clonidine, Oral",1.009757474902757,0.9786177178420504,0.4964000491915772,2.0540089788115434,1.0,Newborn Respiratory Distress Syndrome (RDS)
491,"Insulin glulisine, Injection",1.0175253469723389,0.9611924519404,0.5053768108303682,2.048684881346289,0.0159488455164822,Bronchopulmonary Dysplasia (BPD)
492,"Tacrolimus, Oral",1.020079312176584,0.963643170965402,0.4338991271815237,2.3981652369061544,0.0104921644920468,Bronchopulmonary Dysplasia (BPD)
493,"Pantoprazole, Oral",1.1733620563579286,0.6196405197467166,0.6241190876688656,2.205954828978046,0.0600652705426491,Neonatal Abstinence Syndrome (NAS)
494,"Amoxicillin, Oral",1.0199313630569522,0.440626188962106,0.9700330648481904,1.072396419301452,0.0388944548967827,Other Respiratory Disorder
495,"Progesterone, Multiple Routes",1.031542111756909,0.9208548957821102,0.5590316650412979,1.9034326584153247,0.3760758859423167,Other Respiratory Disorder
496,"Prednisone, Oral",1.0378946387191157,0.7524838423157881,0.8236875590891498,1.3078081235961618,0.0263434327417601,Anemia of Prematurity (AOP)
497,"Calcium, Oral",0.9285166434198272,2.70822981936614e-06,0.9001897347166811,0.9577349350456288,0.1109126077337798,Bronchopulmonary Dysplasia (BPD)
498,"Valaciclovir, Oral",0.9461477224118436,0.0002993815280616,0.9181792850775534,0.9749680995574922,8.102338442903164,Neonatal Jaundice
499,"Labetalol, Oral",1.0816908625218942,0.7829274629335622,0.6187163102883381,1.8911011437828151,1.0,Gestational Alloimmune Liver Disease (GALD)
500,"Meperidine, Oral",1.053102302421465,0.8496532510806891,0.616788489668486,1.7980628334382076,1.0,Newborn Respiratory Distress Syndrome (RDS)
501,"Citalopram, Oral",1.3748047640989014,0.0005366714846893,1.1480800019761512,1.6463035120685765,1.0,Transient Tachypnea of the Newborn (TTN)
502,"Hydrocodone, Oral",1.1427384774714464,0.1025002036389143,0.9736242775222356,1.341227060624458,0.0773194171017702,Neonatal Pneumonia
503,"Levothyroxine, Oral",0.9988117440307748,0.9713179643058406,0.9361303335766898,1.0656901760699868,1.0,Newborn Respiratory Distress Syndrome (RDS)
504,"Famotidine, Oral",1.1266442737148166,0.1613585275658505,0.9534839240208938,1.331251935681898,0.0547252524881713,Bronchopulmonary Dysplasia (BPD)
505,"Hydrochlorothiazide, Oral",0.9795828878917652,0.95258552632488,0.4962900623414115,1.9335116841212256,0.031663502161418,Retinopathy of Prematurity (ROP)
506,"Oxycodone, Oral",1.0661926696224862,0.5002039457352292,0.8849341073870931,1.2845779129399886,0.0293463531223963,Neonatal Anemia
507,"Buprenorphine, Sublingual",1.0526746262994062,0.8408659160016831,0.6377797187342403,1.7374711617575664,0.1675596643994475,Other Respiratory Disorder
508,"Valaciclovir, Oral",0.8056764443991902,0.0187922028120201,0.6727964666687257,0.9648007461658312,0.2166884698089329,Neonatal Pneumonia
509,"Isometheptene, Oral",1.0605163679198049,0.8149437757064081,0.648387277666335,1.7346036934496911,1.0,Newborn Respiratory Distress Syndrome (RDS)
510,"Lorazepam, Oral",1.0236825247928782,0.8988528727064535,0.71354772058998,1.468613634838423,1.0,Newborn Respiratory Distress Syndrome (RDS)
