node,New_Med_Group,tsne-origin-one,tsne-origin-two,tsne-origin-one-modi,tsne-origin-two-modi,color
"Etonogestrel, Vaginal",Hormones & Synthetic Subst,-33.11001333124173,10.391379641915194,-1154.016084355427,668.8513859757268,#000080
"Exenatide, Subcutaneous",Hormones & Synthetic Subst,-2.0369543715388545,-12.08657823740674,-1122.943025395724,646.373428096405,#000080
"Fludrocortisone, Oral",Hormones & Synthetic Subst,-32.20181719179004,65.64578579788389,-1153.1078882159752,724.1057921316956,#000080
"Follitropin, Intramuscular",Hormones & Synthetic Subst,-2.0408913579514376,-12.26694212872448,-1122.9469623821367,646.1930642050871,#000080
"Follitropin, Subcutaneous",Hormones & Synthetic Subst,-2.0150647270851323,-12.411660475190615,-1122.9211357512704,646.048345858621,#000080
"Formoterol, Inhalation",Hormones & Synthetic Subst,106.6354877532466,-106.50476515845712,-1014.2705832709386,551.9552411753546,#000080
"Ganirelix, Subcutaneous",Hormones & Synthetic Subst,-2.3856986848648774,-11.934628156712023,-1123.29176970905,646.5253781770996,#000080
"Glimepiride, Oral",Hormones & Synthetic Subst,3.026409910545624,-38.226210907399135,-1117.8796611136395,620.2337954264125,#000080
"Glipizide, Oral",Hormones & Synthetic Subst,99.91205983734795,-3.967843081815687,-1020.9940111868373,654.492163251996,#000080
"Glucagon, Injection",Hormones & Synthetic Subst,143.78395877914653,3.7070575761906923,-977.1221122450386,662.1670639100023,#000080
"Glyburide, Oral",Hormones & Synthetic Subst,119.87115152007038,-93.93234110077637,-1001.0349195041148,564.5276652330352,#000080
"Insulin Human Isophane (NPH), Subcutaneous",Hormones & Synthetic Subst,150.0,88.87854241197019,-970.9060710241852,747.3385487457818,#000080
"Insulin aspart, Injection",Hormones & Synthetic Subst,-141.16127168295267,35.77681259631345,-1262.0673427071379,694.2368189301251,#000080
"Insulin aspart, Subcutaneous",Hormones & Synthetic Subst,-144.5883396153504,-44.851870479190055,-1265.4944106395355,613.6081358546215,#000080
"Insulin detemir, Subcutaneous",Hormones & Synthetic Subst,-136.87480201501023,-67.33819120156478,-1257.7808730391953,591.1218151322469,#000080
"Insulin glargine, Subcutaneous",Hormones & Synthetic Subst,67.6740284274646,-134.26502690343455,-1053.2320425967205,524.1949794303771,#000080
"Insulin glulisine, Injection",Hormones & Synthetic Subst,33.48964784565072,77.9380127823477,-1087.4164231785344,736.3980191161593,#000080
"Insulin human, Injection",Hormones & Synthetic Subst,129.68403564123514,76.24900516710736,-991.22203538295,734.709011500919,#000080
"Insulin human, Subcutaneous",Hormones & Synthetic Subst,61.434462198570685,82.88696303750535,-1059.4716088256146,741.346969371317,#000080
"Insulin lispro, Injection",Hormones & Synthetic Subst,68.51156474616428,111.59518544755991,-1052.3945062780208,770.0551917813716,#000080
"Insulin lispro, Subcutaneous",Hormones & Synthetic Subst,133.9762472524377,46.116037412707186,-986.9298237717475,704.5760437465188,#000080
"Levothyroxine, Oral",Hormones & Synthetic Subst,1.1371288708904501,150.0,-1119.7689421532948,808.4600063338116,#000080
"Levothyroxine, Route Not Applicable",Hormones & Synthetic Subst,-2.2405268535786718,-10.830160626376966,-1123.1465978777637,647.6298457074347,#000080
"Linagliptin, Oral",Hormones & Synthetic Subst,-2.4944685340904016,-11.876985110859835,-1123.4005395582756,646.5830212229519,#000080
"Liothyronine, Oral",Hormones & Synthetic Subst,0.0956566560206511,134.26846261860095,-1120.8104143681644,792.7284689524126,#000080
"Liothyronine, Route Not Applicable",Hormones & Synthetic Subst,-21.234935727182602,9.883073391486647,-1142.1410067513677,668.3430797252983,#000080
"Liraglutide, Subcutaneous",Hormones & Synthetic Subst,-2.903515365452307,-12.171287579621975,-1123.8095863896374,646.2887187541896,#000080
"Luteinizing hormone, Intramuscular",Hormones & Synthetic Subst,-2.4615795552901147,-12.308957132537245,-1123.3676505794754,646.1510492012744,#000080
"Luteinizing hormone, Subcutaneous",Hormones & Synthetic Subst,-2.2490065166210513,-13.29224431177198,-1123.1550775408061,645.1677620220396,#000080
"Medroxyprogesterone acetate, Intramuscular",Hormones & Synthetic Subst,-1.6803603129964984,-11.44870313651046,-1122.5864313371817,647.0113031973012,#000080
"Medroxyprogesterone acetate, Oral",Hormones & Synthetic Subst,28.391323124222794,-7.76214439790283,-1092.5147478999625,650.6978619359088,#000080
"Medroxyprogesterone acetate, Subcutaneous",Hormones & Synthetic Subst,-2.334093878349563,-11.807846920595239,-1123.2401649025346,646.6521594132164,#000080
"Metformin, Oral",Hormones & Synthetic Subst,-45.50491850740973,-143.04553244735507,-1166.4109895315949,515.4144738864566,#000080
"Methimazole, Oral",Hormones & Synthetic Subst,-68.35632634346635,104.5446561912554,-1189.2623973676516,763.004662525067,#000080
"Methylprednisolone, Injection",Hormones & Synthetic Subst,-2.5590472250605956,-12.053838549051392,-1123.4651182492457,646.4061677847602,#000080
"Methylprednisolone, Oral",Hormones & Synthetic Subst,-108.78682672232557,-106.35862344427917,-1229.6928977465107,552.1013828895325,#000080
"Miglitol, Oral",Hormones & Synthetic Subst,-2.1083652481603963,-11.963783769473338,-1123.0144362723456,646.4962225643383,#000080
"Norelgestromin, Transdermal",Hormones & Synthetic Subst,-2.022684310018917,-11.579981478371877,-1122.9287553342042,646.8800248554397,#000080
"Norethisterone, Oral",Hormones & Synthetic Subst,-16.378063353985368,-147.01675067312502,-1137.2841343781706,511.44325566068665,#000080
"Norgestimate, Multiple Routes",Hormones & Synthetic Subst,-2.0416908690383195,-11.7686558961706,-1122.9477618932235,646.6913504376411,#000080
"Norgestimate, Oral",Hormones & Synthetic Subst,30.122228285854277,-111.42965759900622,-1090.7838427383308,547.0303487348054,#000080
"Norgestrel, Oral",Hormones & Synthetic Subst,2.6003552978814355,-23.91634680555086,-1118.3057157263038,634.5436595282608,#000080
"Octreotide, Injection",Hormones & Synthetic Subst,-2.175039627282473,-11.75786395787543,-1123.0811106514677,646.7021423759362,#000080
"Octreotide, Intramuscular",Hormones & Synthetic Subst,-1.8922307510135283,-11.64851228327666,-1122.7983017751988,646.811494050535,#000080
"Pegvisomant, Subcutaneous",Hormones & Synthetic Subst,-1.9596682998094082,-11.657602427072476,-1122.8657393239946,646.8024039067392,#000080
"Pioglitazone, Oral",Hormones & Synthetic Subst,-1.3988718414012737,-16.30821324814744,-1122.3049428655863,642.1517930856642,#000080
"Prednisolone phosphate, Ophthalmic",Hormones & Synthetic Subst,-1.1441064221939712,-11.326260494734044,-1122.0501774463792,647.1337458390776,#000080
"Prednisolone phosphate, Oral",Hormones & Synthetic Subst,-1.5643948639892358,-10.462899853662321,-1122.4704658881744,647.9971064801493,#000080
"Prednisolone, Oral",Hormones & Synthetic Subst,-28.87352522003215,-15.714260642276486,-1149.7795962442174,642.7457456915351,#000080
"Prednisone, Oral",Hormones & Synthetic Subst,-147.91139842363066,16.650445058973105,-1268.8174694478157,675.1104513927847,#000080
"Progesterone, Intramuscular",Hormones & Synthetic Subst,-83.9016201607623,-30.877959084053202,-1204.8076911849475,627.5820472497585,#000080
"Progesterone, Multiple Routes",Hormones & Synthetic Subst,-51.148146375943455,104.63061934640803,-1172.0542174001287,763.0906256802197,#000080
"Progesterone, Oral",Hormones & Synthetic Subst,-150.0,-22.822103874311722,-1270.9060710241852,635.6379024594999,#000080
"Progesterone, Route Not Applicable",Hormones & Synthetic Subst,-113.74007652290209,79.74241357651852,-1234.6461475470874,738.2024199103301,#000080
"Progesterone, Vaginal",Hormones & Synthetic Subst,138.84778944269834,-56.09499960660317,-982.0582815814869,602.3650067272084,#000080
"Propylthiouracil, Oral",Hormones & Synthetic Subst,-121.05676589285706,70.63655249928945,-1241.9628369170423,729.0965588331011,#000080
"Rosiglitazone, Oral",Hormones & Synthetic Subst,-1.8802623123193598,-12.039946212466106,-1122.7863333365044,646.4200601213455,#000080
"Salmeterol, Inhalation",Hormones & Synthetic Subst,-106.86337264060948,-107.4803922545594,-1227.7694436647946,550.9796140792522,#000080
"Salmon calcitonin, Nasal",Hormones & Synthetic Subst,-2.334057536936541,-11.807810109361327,-1123.2401285611218,646.6521962244503,#000080
"Saxagliptin, Oral",Hormones & Synthetic Subst,-2.0395830670820203,-12.47855652666152,-1122.9456540912672,645.98144980715,#000080
"Sitagliptin, Oral",Hormones & Synthetic Subst,-8.429081852370302,-48.709443501895066,-1129.3351528765554,609.7505628319166,#000080
"Somatotropin, Injection",Hormones & Synthetic Subst,-1.7907655258088084,-11.63906072009317,-1122.696836549994,646.8209456137184,#000080
"Somatotropin, Subcutaneous",Hormones & Synthetic Subst,-1.8172705297185132,-11.422582777310168,-1122.7233415539038,647.0374235565015,#000080
"Testosterone enanthate, Intramuscular",Hormones & Synthetic Subst,-2.334057536936541,-11.807868114942067,-1123.2401285611218,646.6521382188696,#000080
"Testosterone, Route Not Applicable",Hormones & Synthetic Subst,-1.9731267364381893,-11.6519937336125,-1122.8791977606234,646.8080126001992,#000080
"Testosterone, Topical application",Hormones & Synthetic Subst,-2.170654430109124,-11.576202749434799,-1123.0767254542943,646.8838035843769,#000080
"Thyroid, porcine, Oral",Hormones & Synthetic Subst,-67.09607882210214,-134.063981791602,-1188.0021498462872,524.3960245422096,#000080
"Thyroid, porcine, Route Not Applicable",Hormones & Synthetic Subst,-23.351011411809395,-39.47865178967295,-1144.2570824359946,618.9813545441386,#000080
"Urofollitropin, Injection",Hormones & Synthetic Subst,-2.025955037192432,-11.950441370413074,-1122.9320260613777,646.5095649633986,#000080
"Acebutolol, Oral",Cardiovascular Agents,-39.650553935737406,77.73104863924013,-1317.5694084460602,316.31730408373005,#9966cc
"Adenosine, Intravenous",Cardiovascular Agents,-8.547924842116487,-21.479575166148948,-1286.4667793524393,217.106680278341,#9966cc
"Aliskiren, Oral",Cardiovascular Agents,25.80881509538321,-17.33011421699524,-1252.1100394149396,221.2561412274947,#9966cc
"Amlodipine, Oral",Cardiovascular Agents,150.0,23.56931460739804,-1127.9188545103227,262.155570051888,#9966cc
"Atenolol, Oral",Cardiovascular Agents,110.69656086309561,-57.701423230242696,-1167.2222936472272,180.88483221424724,#9966cc
"Atorvastatin, Oral",Cardiovascular Agents,-75.1925801586177,86.49962824033378,-1353.1114346689403,325.0858836848237,#9966cc
"Benazepril, Oral",Cardiovascular Agents,-91.32380715975131,55.24948364431137,-1369.242661670074,293.83573908880135,#9966cc
"Betaxolol, Ophthalmic",Cardiovascular Agents,-51.43985434956804,20.695369381527627,-1329.3587088598908,259.2816248260176,#9966cc
"Betaxolol, Oral",Cardiovascular Agents,53.978506951490516,-5.357968051821956,-1223.9403475588322,233.228287392668,#9966cc
"Bisoprolol, Oral",Cardiovascular Agents,93.94453400225862,100.32196773848102,-1183.974320508064,338.90822318297097,#9966cc
"Captopril, Oral",Cardiovascular Agents,18.431799862561604,20.170076977899697,-1259.4870546477612,258.7563324223896,#9966cc
"Carvedilol, Oral",Cardiovascular Agents,-118.42982343697766,-75.74168685266578,-1396.3486779473003,162.84456859182416,#9966cc
"Cholestyramine, Oral",Cardiovascular Agents,15.225194955644213,136.72745799688124,-1262.6936595546786,375.3137134413712,#9966cc
"Clonidine, Oral",Cardiovascular Agents,125.7443453331577,66.33675706652983,-1152.174509177165,304.9230125110198,#9966cc
"Clonidine, Transdermal",Cardiovascular Agents,88.34415819558438,-92.67362815798941,-1189.5746963147383,145.91262728650054,#9966cc
"Colesevelam, Oral",Cardiovascular Agents,-121.62911179434258,81.60284236558851,-1399.5479663046654,320.18909781007847,#9966cc
"Colestipol, Oral",Cardiovascular Agents,-109.53977757365797,13.29557780695555,-1387.4586320839808,251.8818332514455,#9966cc
"Digoxin, Oral",Cardiovascular Agents,-77.751405513618,-51.334358658835754,-1355.6702600239407,187.2518967856542,#9966cc
"Diltiazem, Oral",Cardiovascular Agents,83.76908888721957,-17.193720935529825,-1194.1497656231031,221.39253450896013,#9966cc
"Diltiazem, Route Not Applicable",Cardiovascular Agents,-3.7485471923782256,74.36939369801803,-1281.667401702701,312.955649142508,#9966cc
"Disopyramide, Oral",Cardiovascular Agents,-7.770224159017403,-3.8039242934113133,-1285.6890786693402,234.78233115107864,#9966cc
"Doxazosin, Oral",Cardiovascular Agents,-56.926728591792184,-24.52476806753363,-1334.845583102115,214.06148737695634,#9966cc
"Enalapril, Oral",Cardiovascular Agents,-72.24563119618182,0.9387704431988197,-1350.1644857065046,239.52502588768877,#9966cc
"Eplerenone, Oral",Cardiovascular Agents,-46.35055173012195,-2.8082277567698952,-1324.2694062404446,235.77802768772005,#9966cc
"Ezetimibe, Oral",Cardiovascular Agents,9.900566918669483,-84.07532652940536,-1268.0182875916532,154.5109289150846,#9966cc
"Felodipine, Oral",Cardiovascular Agents,56.83966205657089,124.857918196051,-1221.0791924537518,363.44417364054095,#9966cc
"Fenofibrate, Oral",Cardiovascular Agents,-11.171012744736345,105.23867002714891,-1289.089867255059,343.82492547163884,#9966cc
"Fenofibric acid, Oral",Cardiovascular Agents,52.60892086785631,46.74992564047699,-1225.3099336424664,285.33618108496694,#9966cc
"Flecainide, Oral",Cardiovascular Agents,26.26786083396965,95.65833918287774,-1251.650993676353,334.2445946273677,#9966cc
"Gemfibrozil, Oral",Cardiovascular Agents,71.8001144007977,19.192096674067784,-1206.118740109525,257.77835211855773,#9966cc
"Guanfacine, Oral",Cardiovascular Agents,-47.12308606910089,-150.0,-1325.0419405794237,88.58625544448995,#9966cc
"Hydralazine, Oral",Cardiovascular Agents,-94.55688080029003,127.33825507908955,-1372.4757353106127,365.9245105235795,#9966cc
"Icosapent ethyl, Oral",Cardiovascular Agents,8.11715695413028,-11.717540194211892,-1269.8016975561925,226.86871525027806,#9966cc
"Irbesartan, Oral",Cardiovascular Agents,11.813978770115398,-34.55479332276086,-1266.1048757402073,204.03146212172908,#9966cc
"Isosorbide dinitrate, Oral",Cardiovascular Agents,43.311413164784796,19.96442359688146,-1234.6074413455378,258.5506790413714,#9966cc
"Isosorbide mononitrate, Oral",Cardiovascular Agents,-78.5856633809108,28.373250080074143,-1356.5045178912335,266.95950552456407,#9966cc
"Isradipine, Oral",Cardiovascular Agents,-48.21043830971769,112.4990346499439,-1326.1292928200405,351.08529009443384,#9966cc
"Labetalol, Oral",Cardiovascular Agents,70.38112846297133,-127.6321367004791,-1207.5377260473515,110.95411874401086,#9966cc
"Lisinopril, Oral",Cardiovascular Agents,-123.65907343550815,-37.73086130619191,-1401.5779279458309,200.85539413829804,#9966cc
"Losartan, Oral",Cardiovascular Agents,5.215975186448674,-144.04694503684973,-1272.702879323874,94.53931040764022,#9966cc
"Lovastatin, Oral",Cardiovascular Agents,24.98488829851979,65.2962978873341,-1252.933966211803,303.88255333182406,#9966cc
"Methyldopa, Oral",Cardiovascular Agents,49.36040387461384,-77.1432050343337,-1228.5584506357088,161.44305041015625,#9966cc
"Metoprolol, Oral",Cardiovascular Agents,-150.0,-6.184854564148736,-1427.9188545103227,232.4014008803412,#9966cc
"Mexiletine, Oral",Cardiovascular Agents,-30.10677497658621,12.869362530906272,-1308.0256294869089,251.45561797539622,#9966cc
"Minoxidil, Oral",Cardiovascular Agents,-42.030589621409064,-49.961188217629896,-1319.9494441317318,188.62506722686004,#9966cc
"Minoxidil, Route Not Applicable",Cardiovascular Agents,5.898926620252439,7.122113636816351,-1272.0199278900702,245.7083690813063,#9966cc
"Nadolol, Oral",Cardiovascular Agents,-58.16125712962497,52.59292600943738,-1336.0801116399477,291.1791814539273,#9966cc
"Nebivolol, Oral",Cardiovascular Agents,44.88714609915877,-30.680773565481786,-1233.031708411164,207.90548187900816,#9966cc
"Nicardipine, Oral",Cardiovascular Agents,-93.16904176578228,-20.635585316171387,-1371.087896276105,217.95067012831856,#9966cc
"Nifedipine, Oral",Cardiovascular Agents,-44.137139776214696,-68.78112654005425,-1322.0559942865375,169.80512890443572,#9966cc
"Nifedipine, Route Not Applicable",Cardiovascular Agents,-138.98309910757777,40.31925980265933,-1416.9019536179005,278.9055152471493,#9966cc
"Nisoldipine, Oral",Cardiovascular Agents,37.39869875159471,-112.12979478289606,-1240.520155758728,126.4564606615939,#9966cc
"Nitroglycerin, Rectal",Cardiovascular Agents,-24.714515705357158,-5.631449211407784,-1302.6333702156799,232.95480623308217,#9966cc
"Nitroglycerin, Sublingual",Cardiovascular Agents,105.05427027374492,15.256219508543978,-1172.8645842365777,253.84247495303393,#9966cc
"Nitroglycerin, Topical application",Cardiovascular Agents,-11.924909767948208,12.625067020898143,-1289.843764278271,251.2113224653881,#9966cc
"Nitroglycerin, Transdermal",Cardiovascular Agents,58.86264284393462,79.48281979597428,-1219.0562116663882,318.06907524046426,#9966cc
"Olmesartan, Oral",Cardiovascular Agents,2.0191101749139193,-58.6398010776615,-1275.8997443354087,179.94645436682845,#9966cc
"Omega-3-acid ethyl esters, Oral",Cardiovascular Agents,127.31949990015409,-21.40882434913172,-1150.5993546101686,217.17743109535823,#9966cc
"Papaverine, Oral",Cardiovascular Agents,0.6180108886219955,26.001461001335485,-1277.3008436217008,264.58771644582544,#9966cc
"Pindolol, Oral",Cardiovascular Agents,-29.632935705985943,150.0,-1307.5517902163087,388.58625544448995,#9966cc
"Pravastatin, Oral",Cardiovascular Agents,24.584726830211906,2.12061149007161,-1253.334127680111,240.70686693456156,#9966cc
"Prazosin, Oral",Cardiovascular Agents,-27.500043546075275,-71.59235850102239,-1305.418898056398,166.99389694346758,#9966cc
"Propafenone, Oral",Cardiovascular Agents,24.204376803892842,40.443993878798864,-1253.71447770643,279.0302493232888,#9966cc
"Propranolol, Oral",Cardiovascular Agents,-100.23116359912652,-119.98183896281498,-1378.1500181094493,118.60441648167497,#9966cc
"Quinapril, Oral",Cardiovascular Agents,-32.68037903366755,-24.431720778252213,-1310.5992335439903,214.15453466623774,#9966cc
"Quinidine, Oral",Cardiovascular Agents,-16.527271814925456,-40.5254315193997,-1294.446126325248,198.06082392509023,#9966cc
"Ramipril, Oral",Cardiovascular Agents,32.80554905884665,-54.13148304832802,-1245.113305451476,184.45477239616193,#9966cc
"Rosuvastatin, Oral",Cardiovascular Agents,70.40953182872971,-48.603894654072874,-1207.509322681593,189.9823607904171,#9966cc
"Sildenafil, Oral",Cardiovascular Agents,-18.978212779551626,30.359426847663485,-1296.8970672898743,268.94568229215344,#9966cc
"Simvastatin, Oral",Cardiovascular Agents,-72.78854559721675,-89.29756160857585,-1350.7074001075396,149.2886938359141,#9966cc
"Sotalol, Oral",Cardiovascular Agents,87.68518339261084,52.29420123049954,-1190.2336711177118,290.8804566749895,#9966cc
"Tadalafil, Oral",Cardiovascular Agents,-35.1493700487236,37.01638975767543,-1313.0682245590463,275.6026452021654,#9966cc
"Telmisartan, Oral",Cardiovascular Agents,-20.854795167081278,54.16818041383331,-1298.773649677404,292.7544358583233,#9966cc
"Valsartan, Oral",Cardiovascular Agents,-8.602255648950575,-107.61234493714534,-1286.5211101592733,130.9739105073446,#9966cc
"Verapamil, Oral",Cardiovascular Agents,-44.056231707614955,-109.65441356438421,-1321.9750862179376,128.93184188010574,#9966cc
"Verapamil, Route Not Applicable",Cardiovascular Agents,1.5420428324050022,46.90452496191884,-1276.3768116779177,285.4907804064088,#9966cc
"Acetaminophen, Oral",Central Nervous System,-20.80155201951439,-150.0,-1303.7841156947054,-359.65624556743603,#ff0000
"Acetaminophen, Route Not Applicable",Central Nervous System,-0.9151899435993869,20.538472944318897,-1283.8977536187904,-189.11777262311716,#ff0000
"Acetylsalicylic acid, Oral",Central Nervous System,24.747630486454256,-95.96361837806855,-1258.2349331887367,-305.6198639455046,#ff0000
"Alprazolam, Oral",Central Nervous System,107.83682797811554,110.49277979001369,-1175.1457356970755,-99.16346577742237,#ff0000
"Amitriptyline, Oral",Central Nervous System,-122.301399726817,-55.55226053009508,-1405.2839634020079,-265.20850609753114,#ff0000
"Amphetamine, Oral",Central Nervous System,148.36629398560234,38.68285199473331,-1134.6162696895885,-170.97339357270275,#ff0000
"Aripiprazole, Oral",Central Nervous System,-103.09606350151549,107.86955995517133,-1386.0786271767065,-101.78668561226473,#ff0000
"Armodafinil, Oral",Central Nervous System,-1.6232619386783256,20.76348592503095,-1284.6058256138692,-188.8927596424051,#ff0000
"Atomoxetine, Oral",Central Nervous System,12.453032691066312,40.078460610677666,-1270.5295309841247,-169.5777849567584,#ff0000
"Bromocriptine, Oral",Central Nervous System,-73.21703460950941,39.7719114681382,-1356.1995982847004,-169.88433409929786,#ff0000
"Bromotheophylline, Oral",Central Nervous System,-0.9084570916629673,20.288771723372264,-1283.891020766854,-189.3674738440638,#ff0000
"Buprenorphine, Sublingual",Central Nervous System,-106.34089801349566,-83.93412976310921,-1389.3234616886866,-293.59037533054527,#ff0000
"Buprenorphine, Transdermal",Central Nervous System,-1.5588956822786884,19.79080488797814,-1284.5414593574696,-189.86544067945792,#ff0000
"Bupropion, Oral",Central Nervous System,-23.386463458465528,149.84136024239746,-1306.3690271336563,-59.8148853250386,#ff0000
"Butabarbital, Oral",Central Nervous System,-0.9148325531688215,20.538546296475772,-1283.8973962283599,-189.1176992709603,#ff0000
"Butalbital, Oral",Central Nervous System,71.79241998642897,-141.9284994611236,-1211.190143688762,-351.58474502855967,#ff0000
"Butorphanol, Nasal",Central Nervous System,-8.845215871555553,-60.20989300540029,-1291.8277795467466,-269.86613857283635,#ff0000
"Cabergoline, Oral",Central Nervous System,-48.829112194558476,19.07095825685937,-1331.8116758697495,-190.5852873105767,#ff0000
"Caffeine, Oral",Central Nervous System,71.93068690836515,-141.95443887957725,-1211.051876766826,-351.61068444701334,#ff0000
"Carbamazepine, Oral",Central Nervous System,132.88391266821827,-39.09892953005894,-1150.0986510069727,-248.755175097495,#ff0000
"Carbidopa, Oral",Central Nervous System,-0.8519942008246062,19.837614042956062,-1283.8345578760154,-189.81863152448,#ff0000
"Carbinoxamine, Oral",Central Nervous System,-0.6725434286040297,20.17349356937359,-1283.655107103795,-189.48275199806247,#ff0000
"Celecoxib, Oral",Central Nervous System,50.83312626475583,7.168826800363206,-1232.149437410435,-202.48741876707285,#ff0000
"Chlordiazepoxide, Oral",Central Nervous System,-0.9407781389886338,20.421287634241025,-1283.9233418141796,-189.23495793319503,#ff0000
"Chlorpromazine, Oral",Central Nervous System,3.7181419261921747,25.26964514846216,-1279.2644217489988,-184.3866004189739,#ff0000
"Citalopram, Oral",Central Nervous System,-86.34728438860195,128.10510420983746,-1369.329848063793,-81.5511413575986,#ff0000
"Clomipramine, Oral",Central Nervous System,0.003924698603810839,21.665717454826847,-1282.978638976587,-187.9905281126092,#ff0000
"Clonazepam, Oral",Central Nervous System,117.20894827923638,100.63073947881196,-1165.7736153959545,-109.0255060886241,#ff0000
"Clorazepic acid, Oral",Central Nervous System,-0.9177564386374684,20.472435045355184,-1283.9003201138285,-189.18381052208088,#ff0000
"Clozapine, Oral",Central Nervous System,-0.8860182495307072,20.508754841897286,-1283.8685819247216,-189.14749072553877,#ff0000
"Codeine, Oral",Central Nervous System,-50.71344004731755,-106.41208895940011,-1333.6960037225085,-316.06833452683617,#ff0000
"Codeine, Route Not Applicable",Central Nervous System,-0.9872508879263364,20.577569643943406,-1283.9698145631173,-189.07867592349265,#ff0000
"Dalfampridine, Oral",Central Nervous System,-1.1283601431524062,20.607277267485472,-1284.1109238183433,-189.0489682999506,#ff0000
"Desipramine, Oral",Central Nervous System,-0.05992346160121542,19.76130684202721,-1283.0424871367923,-189.89493872540885,#ff0000
"Desvenlafaxine, Oral",Central Nervous System,-135.67077488565636,8.813968975181297,-1418.6533385608473,-200.84227659225476,#ff0000
"Dexmethylphenidate, Oral",Central Nervous System,-0.9316035188758178,20.862752351067627,-1283.9141671940667,-188.79349321636843,#ff0000
"Dextroamphetamine, Oral",Central Nervous System,-10.357587834784766,32.57796155403881,-1293.3401515099756,-177.07828401339725,#ff0000
"Dextropropoxyphene, Oral",Central Nervous System,-145.41127477340817,-15.432932289147914,-1428.3938384485991,-225.08917785658397,#ff0000
"Diazepam, Oral",Central Nervous System,-91.79477984263764,-81.79587142624362,-1374.7773435178285,-291.4521169936797,#ff0000
"Diazepam, Rectal",Central Nervous System,-0.9024126360592106,20.62146567040466,-1283.88497631125,-189.0347798970314,#ff0000
"Diclofenac, Ophthalmic",Central Nervous System,-0.8760604886421959,20.395436238375652,-1283.8586241638332,-189.2608093290604,#ff0000
"Diclofenac, Oral",Central Nervous System,-21.755892405764,-10.278717238437991,-1304.7384560809548,-219.93496280587405,#ff0000
"Diclofenac, Route Not Applicable",Central Nervous System,-1.0463042597377807,20.36299362726939,-1284.0288679349287,-189.29325194016667,#ff0000
"Diclofenac, Topical application",Central Nervous System,-84.62887084568256,-13.483455159040574,-1367.6114345208734,-223.13970072647663,#ff0000
"Diflunisal, Oral",Central Nervous System,-1.0083765001208747,20.13666030773325,-1283.9909401753118,-189.5195852597028,#ff0000
"Doxepin, Oral",Central Nervous System,27.77483536983715,51.268038736226174,-1255.2077283053538,-158.38820683120989,#ff0000
"Doxepin, Route Not Applicable",Central Nervous System,-0.915161160477453,20.538514859837107,-1283.8977248356684,-189.11773070759895,#ff0000
"Doxepin, Topical application",Central Nervous System,0.8064581026460758,28.66875266229036,-1282.1761055725449,-180.9874929051457,#ff0000
"Duloxetine, Oral",Central Nervous System,-137.2244830098568,73.71556967642792,-1420.2070466850478,-135.94067589100814,#ff0000
"Escitalopram, Oral",Central Nervous System,-79.83568471251282,132.09313523360828,-1362.8182483877038,-77.56311033382778,#ff0000
"Eszopiclone, Oral",Central Nervous System,128.40759752570204,63.586936190434784,-1154.5749661494888,-146.06930937700128,#ff0000
"Ethosuximide, Oral",Central Nervous System,-1.2911646765276714,20.612317608552047,-1284.2737283517185,-189.043927958884,#ff0000
"Etodolac, Oral",Central Nervous System,-1.1468113236016109,19.49658938667642,-1284.1293749987926,-190.15965618075964,#ff0000
"Felbamate, Oral",Central Nervous System,-0.9925277936121972,20.568882652791245,-1283.9750914688032,-189.0873629146448,#ff0000
"Fentanyl, Oromucosal",Central Nervous System,-1.0599642496835884,20.38691690929639,-1284.0425279248745,-189.26932865813967,#ff0000
"Fentanyl, Transdermal",Central Nervous System,4.701589244486087,-64.6527535089838,-1278.2809744307049,-274.30899907641987,#ff0000
"Fluoxetine, Oral",Central Nervous System,23.931916811164882,150.0,-1259.050646864026,-59.65624556743606,#ff0000
"Fluphenazine, Oral",Central Nervous System,-0.9151191850912994,20.538504380957562,-1283.8976828602822,-189.1177411864785,#ff0000
"Flurazepam, Oral",Central Nervous System,-0.9149752694817153,20.538441507680233,-1283.8975389446728,-189.11780405975583,#ff0000
"Fluvoxamine, Oral",Central Nervous System,110.60974597227874,10.424908087127704,-1172.3728177029122,-199.23133748030835,#ff0000
"Gabapentin, Oral",Central Nervous System,111.06057361236054,-67.99624646534295,-1171.9219900628304,-277.65249203277904,#ff0000
"Gabapentin, Route Not Applicable",Central Nervous System,-1.116867282428018,20.710976259574437,-1284.099430957619,-188.94526930786162,#ff0000
"Glycerin, Otic",Central Nervous System,-0.9805468191118507,20.48480012323165,-1283.9631104943028,-189.1714454442044,#ff0000
"Haloperidol, Oral",Central Nervous System,-8.403181475221118,66.49681625441877,-1291.385745150412,-143.15942931301728,#ff0000
"Hydrocodone, Oral",Central Nervous System,-20.406438909100984,-125.11706637479494,-1303.389002584292,-334.773311942231,#ff0000
"Hydrocodone, Route Not Applicable",Central Nervous System,-0.860204586353035,20.53863012751225,-1283.842768261544,-189.1176154399238,#ff0000
"Hydromorphone, Oral",Central Nervous System,78.98620963450483,-91.29820575384798,-1203.9963540406861,-300.95445132128407,#ff0000
"Hydromorphone, Rectal",Central Nervous System,-0.9232923924206204,20.500214555058932,-1283.9058560676115,-189.15603101237713,#ff0000
"Hydroxyzine, Intramuscular",Central Nervous System,-0.9156528721436246,20.5278997548466,-1283.8982165473346,-189.12834581258946,#ff0000
