,Disease,Medication,odds ratio,p-val,weight,weight_modi,color,color_clicked,95% CI (LL),95% CI (UL)
300,Anemia_AOP_Baby,"Ondansetron, Oral",1.505285099301951,1.2225206635150886e-12,0.397091459717657,0.397091459717657,#c9c9c9,#FF0000,1.3446406133063564,1.6851218145262412
301,TTN_Baby,"Duloxetine, Oral",2.8500504143971885,1.2762250147559393e-12,0.39646909157348714,0.39646909157348714,#c9c9c9,#FF0000,2.134196390935025,3.806016821651012
302,NAS_Baby,"Promethazine, Rectal",8.678243267302584,1.3477587647457402e-12,0.3956795945061988,0.3956795945061988,#c9c9c9,#FF0000,4.775140337469336,15.771663424324704
303,RDS_Baby,"Buprenorphine, Sublingual",3.752832261349873,1.4300930071932518e-12,0.3948211905647474,0.3948211905647474,#c9c9c9,#FF0000,2.602456683473493,5.411713505652225
304,NAS_Baby,"Butalbital, Oral",4.623264485568476,1.504471851365154e-12,0.39408719778293244,0.39408719778293244,#c9c9c9,#FF0000,3.0249355844116232,7.066125511454911
305,RDS_Baby,"Hydromorphone, Oral",3.51845514361778,1.619566649741903e-12,0.3930200391613834,0.3930200391613834,#c9c9c9,#FF0000,2.4817550562838595,4.988214516297719
306,Neonatal_Death_Baby,"Phenylalanine, Oral",5.680204067713144,1.6818993985031969e-12,0.3924733328248645,0.3924733328248645,#c9c9c9,#FF0000,3.506706330658878,9.200861209499315
307,Hypoglycemia_Baby,"Prenatal Vitamins, Oral",0.7947341065167202,1.7417484698386376e-12,0.3919671520776579,0.3919671520776579,#0000ff,#FF0000,0.7455852683555229,0.8471228266808485
308,TTN_Baby,"Buprenorphine, Sublingual",3.785716100214595,1.9944013766557442e-12,0.39000624782426724,0.39000624782426724,#c9c9c9,#FF0000,2.6125948214940484,5.485598560295795
309,RDS_Baby,"Ursodeoxycholic acid, Oral",2.140289002772883,2.015553237548447e-12,0.38985352420598873,0.38985352420598873,#c9c9c9,#FF0000,1.7313357452612277,2.645839796196997
310,TTN_Baby,"Hydroxyprogesterone caproate, Route Not Applicable",2.027791247116338,2.023906727405438e-12,0.38979365020051016,0.38979365020051016,#c9c9c9,#FF0000,1.665173799255335,2.4693742741571425
311,Postmaturity_Baby,"Cephalexin, Oral",0.6066879163182222,2.073226887560904e-12,0.3894451055818564,0.3894451055818564,#0000ff,#FF0000,0.5277782674042619,0.6973955741239638
312,LGA_Baby,"Omega-3 fatty acids, Oral",0.7457844101125505,2.076428204684621e-12,0.3894227693537994,0.3894227693537994,#0000ff,#FF0000,0.6872173455898306,0.8093427646089896
313,Sepsis_Baby,"Ibuprofen, Oral",1.8465954245178389,2.140814065718904e-12,0.38898070168241394,0.38898070168241394,#c9c9c9,#FF0000,1.5561603606595171,2.1912360371427653
314,Neonatal_Death_Baby,"Biotin, Oral",1.6848685352011248,2.178273474937625e-12,0.38872958656466544,0.38872958656466544,#c9c9c9,#FF0000,1.4565740295495395,1.9489445255238456
315,Anemia_All_Baby,"Progesterone, Vaginal",5.34211421538277,2.1976598952663843e-12,0.3886013172372083,0.3886013172372083,#c9c9c9,#FF0000,3.3463873913354183,8.528057559649762
316,BPD_OLD_Baby,"Enoxaparin, Subcutaneous",1.434286980630413,2.380454038454245e-12,0.38744467331395976,0.38744467331395976,#c9c9c9,#FF0000,1.2967084206422983,1.586462392051811
317,RDS_Baby,"Duloxetine, Oral",2.7866385031398,2.4737610344448887e-12,0.3868880751856548,0.3868880751856548,#c9c9c9,#FF0000,2.091921420845645,3.712067800348893
318,PPHN_Baby,"Insulin Human Isophane (NPH), Subcutaneous",2.383965531456908,2.4737646258331058e-12,0.3868880541688181,0.3868880541688181,#c9c9c9,#FF0000,1.869519464442036,3.039974583453088
319,BPD_OLD_Baby,"Hydroxyprogesterone caproate, Intramuscular",2.315303681334901,2.557359324513012e-12,0.3864069415558224,0.3864069415558224,#c9c9c9,#FF0000,1.830296369416639,2.928832306273716
320,Other_Resp_Dis_Baby,"Quetiapine, Oral",3.0862955468114603,2.713819336743481e-12,0.38554730224620976,0.38554730224620976,#c9c9c9,#FF0000,2.2502812550135807,4.232902078816261
321,RDS_Baby,"Venlafaxine, Oral",2.207588084614841,2.751434804753245e-12,0.38534802577795024,0.38534802577795024,#c9c9c9,#FF0000,1.768003772194659,2.756467620701913
322,BPD_OLD_Baby,"Hydroxyzine, Oral",1.4411565436044207,2.9092452916918856e-12,0.3845406553289235,0.3845406553289235,#c9c9c9,#FF0000,1.300644294690757,1.596848724629707
323,Other_Resp_Dis_Baby,"Hydrochlorothiazide, Oral",2.643186439780956,3.2169327285672936e-12,0.38308526736085224,0.38308526736085224,#c9c9c9,#FF0000,2.01089682121941,3.4742879304992607
324,Other_Resp_Dis_Baby,"Hydroxyzine, Oral",1.4429210857599728,3.874377429989914e-12,0.3803932691305655,0.3803932691305655,#c9c9c9,#FF0000,1.3010109263770635,1.6003103567535455
325,LGA_Baby,"Insulin aspart, Injection",1.817951083567764,3.922859410773197e-12,0.38021324186785055,0.38021324186785055,#c9c9c9,#FF0000,1.5355764220454329,2.152251164317125
326,RDS_Baby,"Naloxone, Sublingual",6.643575261756184,3.9585493059916564e-12,0.38008213137682856,0.38008213137682856,#c9c9c9,#FF0000,3.8913267870098487,11.34242757661952
327,NEC_Baby,"Progesterone, Oral",8.215795524811732,4.776383520598301e-12,0.37736336029076123,0.37736336029076123,#c9c9c9,#FF0000,4.521624501205799,14.928107384307602
328,Jaundice_Baby,"Metformin, Oral",1.2571786319620526,4.984989783418526e-12,0.37674452424748145,0.37674452424748145,#c9c9c9,#FF0000,1.1781146182667364,1.3415486813899615
329,BPD_OLD_Baby,"Ergocalciferol, Oral",1.9775244948717263,6.007627537244352e-12,0.37404323335644213,0.37404323335644213,#c9c9c9,#FF0000,1.6283831650969791,2.401525151842735
330,TTN_Baby,"Terbutaline, Oral",1.5315812638338544,6.637701544384099e-12,0.3725994092991627,0.3725994092991627,#c9c9c9,#FF0000,1.3560767722203373,1.7297996807999063
331,Hypoglycemia_Baby,"Propranolol, Oral",3.040646772646795,6.7699096088125496e-12,0.37231390433115497,0.37231390433115497,#c9c9c9,#FF0000,2.2132327284251483,4.177388431530262
332,BPD_OLD_Baby,"Hydralazine, Oral",4.087976983000872,6.874787203533767e-12,0.37209135800270554,0.37209135800270554,#c9c9c9,#FF0000,2.7340151229976604,6.112459171484698
333,LGA_Baby,"Terbutaline, Oral",0.6108474242651601,7.411821880263608e-12,0.3710025008708113,0.3710025008708113,#0000ff,#FF0000,0.5304908217462454,0.7033761196906541
334,BPD_OLD_Baby,"Quetiapine, Oral",3.015591798367009,7.484949129443481e-12,0.3708603715647037,0.3708603715647037,#c9c9c9,#FF0000,2.198735640286273,4.135919629334963
335,Hypoglycemia_Baby,"Enoxaparin, Subcutaneous",1.6566834874814989,8.838679089228815e-12,0.36845375446609124,0.36845375446609124,#c9c9c9,#FF0000,1.4330873656682226,1.915165985999817
336,Anemia_All_Baby,"Hydroxyprogesterone caproate, Intramuscular",3.512178414936994,9.892029750187002e-12,0.36682381953907267,0.36682381953907267,#c9c9c9,#FF0000,2.4463090159374583,5.042452583866331
337,Jaundice_Baby,"Ondansetron, Oral",1.1153196273903117,1.1550473528140256e-11,0.36458000702950044,0.36458000702950044,#c9c9c9,#FF0000,1.0807088108144434,1.1510388911372045
338,RDS_Baby,"Fluconazole, Oral",1.3298282430134056,1.2613948517291298e-11,0.36330496486244573,0.36330496486244573,#c9c9c9,#FF0000,1.2245364460361223,1.4441735577905002
339,Anemia_AOP_Baby,"Hydroxyprogesterone caproate, Intramuscular",3.688484984911664,1.5920793594646834e-11,0.3599345096010464,0.3599345096010464,#c9c9c9,#FF0000,2.5234377178265635,5.391423528232237
340,RDS_Baby,"Hydrochlorothiazide, Oral",2.920415024946034,1.781477023204524e-11,0.35830732582125335,0.35830732582125335,#c9c9c9,#FF0000,2.136736060337804,3.9915196248348015
341,Jaundice_Baby,"Insulin aspart, Injection",1.4403225266405806,1.974127930739132e-11,0.35682082356257416,0.35682082356257416,#c9c9c9,#FF0000,1.2946726453658817,1.6023579305346585
342,Anemia_AOP_Baby,"Acetaminophen, Oral",1.3568527061803846,2.1542218090802438e-11,0.3555569860559554,0.3555569860559554,#c9c9c9,#FF0000,1.2408939933249483,1.4836474962184174
343,Neonatal_Death_Baby,"Ascorbic acid, Oral",1.3340579486806494,2.2013082234762894e-11,0.35524397146686326,0.35524397146686326,#c9c9c9,#FF0000,1.2260646205493513,1.4515634662393273
344,RDS_Baby,"Hydroxychloroquine, Oral",2.6557593388144087,2.205826685760697e-11,0.35521428711841774,0.35521428711841774,#c9c9c9,#FF0000,1.9950150731781693,3.535340539790526
345,Jaundice_Baby,"Insulin lispro, Injection",1.3795499591135367,2.356258361376289e-11,0.3542592363772588,0.3542592363772588,#c9c9c9,#FF0000,1.255306994270477,1.5160897679823595
346,RDS_Baby,"Prednisone, Oral",1.553747736129456,2.5987186425856364e-11,0.35284135793463967,0.35284135793463967,#c9c9c9,#FF0000,1.3649736145996552,1.768629079497241
347,Pneumonia_Baby,"Doconexent, Oral",0.7037425709139022,2.819127549423677e-11,0.35166284247795,0.35166284247795,#0000ff,#FF0000,0.634571472619416,0.7804536249828186
348,IVH_Baby,"Ondansetron, Oral",1.861218806893708,2.869643036460339e-11,0.35140573743682596,0.35140573743682596,#c9c9c9,#FF0000,1.549946887360004,2.2350026800177885
349,Anemia_AOP_Baby,"Metronidazole, Oral",1.6394388255598298,2.975145341580894e-11,0.3508830604431726,0.3508830604431726,#c9c9c9,#FF0000,1.4170879612247675,1.896678072425373
350,BPD_OLD_Baby,"Hydromorphone, Oral",2.9052312100867,3.211890968278713e-11,0.34977464019404386,0.34977464019404386,#c9c9c9,#FF0000,2.12026125640482,3.980815269139792
351,BPD_OLD_Baby,"Fluconazole, Oral",1.260744044622346,3.2903490833976666e-11,0.3494252674649814,0.3494252674649814,#c9c9c9,#FF0000,1.177315303532782,1.3500848424217
352,RDS_Baby,"Doxylamine, Oral",2.5584494431379645,3.3485275807301464e-11,0.34917153731903305,0.34917153731903305,#c9c9c9,#FF0000,1.9381045347108952,3.3773532004399183
353,Postmaturity_Baby,"Linoleic acid, Oral",0.6293201452717019,3.9218619010423916e-11,0.34688359010124087,0.34688359010124087,#0000ff,#FF0000,0.5485383326890432,0.7219984851438018
354,TTN_Baby,"Ascorbic acid, Oral",0.8932780007870867,4.4457887020766656e-11,0.3450683727381994,0.3450683727381994,#0000ff,#FF0000,0.8637852928686527,0.9237776948484238
355,Anemia_All_Baby,"Valaciclovir, Oral",0.611680873139995,4.516827258735815e-11,0.34483888394175,0.34483888394175,#0000ff,#FF0000,0.5284405674378808,0.7080332465377747
356,Other_Resp_Dis_Baby,"Pantoprazole, Oral",1.3795535074654006,4.630380177857554e-11,0.3444794449907814,0.3444794449907814,#c9c9c9,#FF0000,1.2535163144097534,1.5182633509291334
357,Postmaturity_Baby,"Pantothenic acid, Oral",0.649317438207407,4.6579063844946246e-11,0.34439364147494345,0.34439364147494345,#0000ff,#FF0000,0.5709614621453527,0.7384266075963241
358,Jaundice_Baby,"Azithromycin, Oral",1.0734724029352447,4.768765159515573e-11,0.34405313547040356,0.34405313547040356,#c9c9c9,#FF0000,1.0510333238957172,1.0963905460127
359,Anemia_AOP_Baby,"Valaciclovir, Oral",0.5812465500571401,4.96126222186162e-11,0.3434802606072401,0.3434802606072401,#0000ff,#FF0000,0.49440939739306,0.6833356197004798
360,Postmaturity_Baby,"Fish oil, Oral",0.6315597212929832,4.976452833133411e-11,0.3434360035940747,0.3434360035940747,#0000ff,#FF0000,0.550666749431511,0.7243358745946574
361,Neonatal_Death_Baby,"Lauric acid, Oral",2.537372089866093,5.1682606021080085e-11,0.34288851985953966,0.34288851985953966,#c9c9c9,#FF0000,1.9216522758523988,3.350375717467182
362,PPHN_Baby,"Nifedipine, Oral",2.015391357455949,5.2007309172618196e-11,0.342797853859441,0.342797853859441,#c9c9c9,#FF0000,1.634913145436031,2.484414744016785
363,Jaundice_Baby,"Acetaminophen, Oral",1.0828042874932675,5.3298729227479337e-11,0.34244277151654556,0.34244277151654556,#c9c9c9,#FF0000,1.057376198617703,1.1088438784101196
364,BPD_OLD_Baby,"Lorazepam, Oral",2.236875661970956,5.474301580178156e-11,0.342055709363737,0.342055709363737,#c9c9c9,#FF0000,1.7584768700865072,2.845424248811333
365,BPD_OLD_Baby,"Prednisone, Oral",1.4374763560121622,7.079972450790461e-11,0.3383322810736789,0.3383322810736789,#c9c9c9,#FF0000,1.288893616270177,1.6031876083563903
366,Postmaturity_Baby,"Sertraline, Oral",0.5797038583436923,7.237242193801311e-11,0.3380142297832149,0.3380142297832149,#0000ff,#FF0000,0.4920130614956354,0.6830236627397843
367,Other_Resp_Dis_Baby,"Ergocalciferol, Oral",1.9250956845984164,9.106443818153176e-11,0.3346883729141941,0.3346883729141941,#c9c9c9,#FF0000,1.5791750626482242,2.3467907279669284
368,BPD_OLD_Baby,"Insulin detemir, Subcutaneous",2.12269437750834,1.0091687445778663e-10,0.33320120695590727,0.33320120695590727,#c9c9c9,#FF0000,1.689644234062152,2.666733818558265
369,Other_Resp_Dis_Baby,"Ursodeoxycholic acid, Oral",1.8495907942202527,1.1367829799796042e-10,0.33147741457764146,0.33147741457764146,#c9c9c9,#FF0000,1.534222473301931,2.229784901209088
370,Anemia_All_Baby,"Trazodone, Oral",4.438458753917071,1.1371743928710444e-10,0.33147243094682505,0.33147243094682505,#c9c9c9,#FF0000,2.8215057408506774,6.982057780355108
371,LGA_Baby,"Fish oil, Oral",0.7714537473587321,1.234137775579905e-10,0.3302878784737863,0.3302878784737863,#0000ff,#FF0000,0.7128321462492002,0.8348962479390963
372,Other_Resp_Dis_Baby,"Insulin lispro, Subcutaneous",1.676155328574628,1.2591419175485766e-10,0.3299975105972856,0.3299975105972856,#c9c9c9,#FF0000,1.4320603618244243,1.9618563298057217
373,Other_Resp_Dis_Baby,"Doxylamine, Oral",2.2326993520753686,1.3462967729505938e-10,0.329028639840087,0.329028639840087,#c9c9c9,#FF0000,1.747295627386697,2.852949620330357
374,TTN_Baby,"Lamotrigine, Oral",2.0819327674796755,1.3521043507748495e-10,0.32896632632476164,0.32896632632476164,#c9c9c9,#FF0000,1.6644086236175124,2.604194659172621
375,Hypoglycemia_Baby,"Fish oil, Oral",0.6315814948899771,1.4053482189963258e-10,0.32840720174591076,0.32840720174591076,#0000ff,#FF0000,0.5488553428630942,0.7267765357017906
376,Anemia_All_Baby,"Metronidazole, Oral",1.5698499162575252,1.512280584809107e-10,0.3273455874477316,0.3273455874477316,#c9c9c9,#FF0000,1.3674654893127245,1.8021871695002392
377,Sepsis_Baby,"Nitrofurantoin, Oral",1.248305706842754,1.530803959514566e-10,0.32716934743726134,0.32716934743726134,#c9c9c9,#FF0000,1.166362851298726,1.3360054600513744
378,LGA_Baby,"Linoleic acid, Oral",0.7725332027505751,1.5519682952053715e-10,0.32697057183622835,0.32697057183622835,#0000ff,#FF0000,0.7138276447056171,0.8360667365273938
379,NAS_Baby,"Caffeine, Oral",4.266343678106666,1.5587965777496526e-10,0.3269070185449149,0.3269070185449149,#c9c9c9,#FF0000,2.735835066324249,6.653064946702261
380,Other_Resp_Dis_Baby,"Hydroxyprogesterone caproate, Intramuscular",2.20078820526273,1.5735764860383968e-10,0.32677040475683106,0.32677040475683106,#c9c9c9,#FF0000,1.7283586591932325,2.802351640766735
381,RDS_Baby,"Escitalopram, Oral",1.6426558948851886,1.5849177247773452e-10,0.3266664425891671,0.3266664425891671,#c9c9c9,#FF0000,1.410929730382416,1.912439954234796
382,Hypoglycemia_Baby,"Linoleic acid, Oral",0.6324336823684611,1.5905886887846572e-10,0.3266147370095853,0.3266147370095853,#0000ff,#FF0000,0.5495951303285868,0.7277581996678171
383,Sepsis_Baby,"Acetaminophen, Oral",1.2295934587062902,1.7563682123151394e-10,0.3251794810529582,0.3251794810529582,#c9c9c9,#FF0000,1.153962906290282,1.310180825962334
384,Other_Resp_Dis_Baby,"Fluconazole, Oral",1.253113291198806,1.7736382897050602e-10,0.3250378314714913,0.3250378314714913,#c9c9c9,#FF0000,1.1691928490623202,1.343057239734626
385,Jaundice_Baby,"Lamotrigine, Oral",0.6491333310677327,1.8631499724992948e-10,0.32432507285240414,0.32432507285240414,#0000ff,#FF0000,0.568344481708965,0.7414061279104067
386,Other_Resp_Dis_Baby,"Insulin detemir, Subcutaneous",2.1138077985877195,1.9803872536074208e-10,0.32344166258622853,0.32344166258622853,#c9c9c9,#FF0000,1.6785522127419463,2.661926972215776
387,TTN_Baby,"Clonazepam, Oral",2.643120967028433,2.2162973587134091e-10,0.32181239903722064,0.32181239903722064,#c9c9c9,#FF0000,1.9576581488459688,3.5685946754613846
388,Other_Resp_Dis_Baby,"Hydromorphone, Oral",2.821011409650759,2.338949210785818e-10,0.3210326402864947,0.3210326402864947,#c9c9c9,#FF0000,2.0469404614823707,3.887805006119521
389,BPD_OLD_Baby,"Insulin lispro, Subcutaneous",1.65880574760126,2.3700738884701905e-10,0.32084127047962563,0.32084127047962563,#c9c9c9,#FF0000,1.4183913480456625,1.9399698905850848
390,BPD_OLD_Baby,"Valproic acid, Oral",6.140425303731793,2.3890079975088176e-10,0.32072607987971824,0.32072607987971824,#c9c9c9,#FF0000,3.5018823326800232,10.767015944209016
391,TTN_Baby,"Hydrocodone, Oral",1.2899616094900035,2.443070334801523e-10,0.3204021343240198,0.3204021343240198,#c9c9c9,#FF0000,1.1921796423805109,1.395763603742981
392,BPD_OLD_Baby,"Pantoprazole, Oral",1.3605760513520018,2.5428920429184327e-10,0.3198224025722009,0.3198224025722009,#c9c9c9,#FF0000,1.2367478167352175,1.496802473764894
393,LGA_Baby,"Iron, Oral",0.8843909731047801,2.7238992747212884e-10,0.31882696519840587,0.31882696519840587,#0000ff,#FF0000,0.8512970945370821,0.9187713646955832
394,Pneumonia_Baby,"Methyldopa, Oral",1.8911551724721123,2.8507397686675366e-10,0.31816808085631576,0.31816808085631576,#c9c9c9,#FF0000,1.551411890562889,2.305298746337697
395,TTN_Baby,"Caffeine, Oral",1.5172237593403803,2.8644263855912274e-10,0.3180987444811519,0.3180987444811519,#c9c9c9,#FF0000,1.3328375184074155,1.7271182001670675
396,ROP_Baby,"Azathioprine, Oral",7.086906435243854,2.8985928910031847e-10,0.31792709257551255,0.31792709257551255,#c9c9c9,#FF0000,3.855204519942956,13.027646798526764
397,ROP_Baby,"Ampicillin, Oral",2.329874891819275,3.0144840383748973e-10,0.31735956704573476,0.31735956704573476,#c9c9c9,#FF0000,1.7906789838425687,3.031429452464676
398,RDS_Baby,"Promethazine, Rectal",2.000107691295496,3.2889820098326687e-10,0.3160979500675719,0.3160979500675719,#c9c9c9,#FF0000,1.6112507645842635,2.4828107857013744
399,Other_Resp_Dis_Baby,"Enoxaparin, Subcutaneous",1.3908058889840396,3.604635575163528e-10,0.31477128784790326,0.31477128784790326,#c9c9c9,#FF0000,1.2545387408140956,1.5418742824772806
400,Other_Resp_Dis_Baby,"Lorazepam, Oral",2.1864162800418963,3.7922587611382446e-10,0.3140367345551869,0.3140367345551869,#c9c9c9,#FF0000,1.7116093146006943,2.792936512353276
401,Anemia_AOP_Baby,"Promethazine, Oral",1.5930815251398716,4.1717433079404047e-10,0.3126560807350508,0.3126560807350508,#c9c9c9,#FF0000,1.3765486676050458,1.8436752767757187
402,ROP_Baby,"Hydroxychloroquine, Oral",4.30983432295886,4.188102711275884e-10,0.3125994225330639,0.3125994225330639,#c9c9c9,#FF0000,2.7251919564925773,6.815913222957161
403,BPD_OLD_Baby,"Doxylamine, Oral",2.181523196859482,4.473439167859177e-10,0.3116452821347213,0.3116452821347213,#c9c9c9,#FF0000,1.707251455372922,2.787546874515024
404,Jaundice_Baby,"Hydroxyzine, Oral",1.2033672471034096,5.026062541909996e-10,0.3099590703852576,0.3099590703852576,#c9c9c9,#FF0000,1.1351603241204549,1.2756724320181378
405,BPD_OLD_Baby,"Ursodeoxycholic acid, Oral",1.807153822588556,5.492776126121608e-10,0.3086736033845929,0.3086736033845929,#c9c9c9,#FF0000,1.4990281658368,2.178614793854368
406,TTN_Baby,"Butalbital, Oral",1.5021573762327227,6.344837171815141e-10,0.3065859839589526,0.3065859839589526,#c9c9c9,#FF0000,1.320338999900602,1.709013202776143
407,Anemia_All_Baby,"Ondansetron, Oral",1.4056995933222096,6.4365420368738e-10,0.30637824633458066,0.30637824633458066,#c9c9c9,#FF0000,1.2617811514685515,1.566033336578554
408,RDS_Baby,"Azithromycin, Oral",1.168627043243278,7.893722375767223e-10,0.3034239383973266,0.3034239383973266,#c9c9c9,#FF0000,1.111981888164358,1.2281577431571158
409,Other_Resp_Dis_Baby,"Lamotrigine, Oral",1.827077609266801,8.201443333680123e-10,0.3028703237144737,0.3028703237144737,#c9c9c9,#FF0000,1.5073504798940287,2.2146227004344574
410,TTN_Baby,"Bupropion, Oral",1.5787351562147962,9.989685307220102e-10,0.3000149397534631,0.3000149397534631,#c9c9c9,#FF0000,1.3636134060292815,1.8277942138499603
411,IVH_Baby,"Insulin lispro, Injection",3.523999132508545,1.0226029383004235e-09,0.2996764321241942,0.2996764321241942,#c9c9c9,#FF0000,2.3520053658616424,5.279992157403735
412,Postmaturity_Baby,"Metronidazole, Oral",0.5920560806192136,1.1294559001107143e-09,0.29823769071832334,0.29823769071832334,#0000ff,#FF0000,0.5001509112825611,0.7008492730710072
413,Jaundice_Baby,"Pantoprazole, Oral",1.1793525916649252,1.137532798752424e-09,0.29813453574582444,0.29813453574582444,#c9c9c9,#FF0000,1.1183605788920756,1.2436709248502569
414,Other_Resp_Dis_Baby,"Hydralazine, Oral",3.668622904201091,1.1537256914132436e-09,0.29792991454328976,0.29792991454328976,#c9c9c9,#FF0000,2.413927164457172,5.575476431682385
415,Jaundice_Baby,"Iodine, Oral",0.8049854869903743,1.1679907199284815e-09,0.29775202026076053,0.29775202026076053,#0000ff,#FF0000,0.7506552011386396,0.8632480442181734
416,Hypoglycemia_Baby,"Betamethasone, Injection",3.221883739639332,1.3518434541333392e-09,0.29563578658509904,0.29563578658509904,#c9c9c9,#FF0000,2.2070076987579195,4.703442963789562
417,ROP_Baby,"Metronidazole, Vaginal",2.224331742322266,1.3772887633889656e-09,0.29536583318972004,0.29536583318972004,#c9c9c9,#FF0000,1.7173983899772018,2.880899230357429
418,BPD_OLD_Baby,"Cephalexin, Oral",1.2277413643399864,1.4545918619583923e-09,0.29457529488386763,0.29457529488386763,#c9c9c9,#FF0000,1.148778989071467,1.3121312907452882
419,Other_Resp_Dis_Baby,"Dexamethasone, Oral",2.90464334290484,1.521417753860861e-09,0.2939250506714784,0.2939250506714784,#c9c9c9,#FF0000,2.0552852623642,4.105003380297855
420,RDS_Baby,"Ergocalciferol, Oral",2.0460552014265976,1.6095589313721232e-09,0.2931097705901315,0.2931097705901315,#c9c9c9,#FF0000,1.6214673908022963,2.5818230517811687
421,BPD_OLD_Baby,"Lamotrigine, Oral",1.802375627921189,1.6889403471240424e-09,0.29241285631037955,0.29241285631037955,#c9c9c9,#FF0000,1.488059651506814,2.183083118230375
422,TTN_Baby,"Cholecalciferol, Oral",0.8686230604898205,1.713227617809224e-09,0.2922061644414986,0.2922061644414986,#0000ff,#FF0000,0.8297092394259586,0.9093619612295916
423,Arrhythmia_Baby,"Progesterone, Oral",2.900279328878112,1.755640967981297e-09,0.291852143114084,0.291852143114084,#c9c9c9,#FF0000,2.050473909069707,4.10228101333608
424,Anemia_AOP_Baby,"Nitrofurantoin, Oral",1.344594351575329,1.8072171855682715e-09,0.2914329884061328,0.2914329884061328,#c9c9c9,#FF0000,1.2209140574037265,1.4808036317747462
425,Other_Resp_Dis_Baby,"Valproic acid, Oral",5.780094597919026,1.8689251719472856e-09,0.2909469362187249,0.2909469362187249,#c9c9c9,#FF0000,3.261411541170765,10.24387543219999
426,Jaundice_Baby,"Hydroxyprogesterone caproate, Route Not Applicable",1.3703178624756005,1.8865090979734642e-09,0.29081136986691897,0.29081136986691897,#c9c9c9,#FF0000,1.2364638031311257,1.5186623655820537
427,PPHN_Baby,"Insulin human, Injection",3.364584710583382,1.9312430966814e-09,0.2904721018544738,0.2904721018544738,#c9c9c9,#FF0000,2.2641419904710536,4.999876475210042
428,Other_Resp_Dis_Baby,"Doconexent, Oral",0.895216246962663,2.114223324780215e-09,0.28916163800695915,0.28916163800695915,#0000ff,#FF0000,0.8633666852192166,0.9282407377375582
429,TTN_Baby,"Promethazine, Oral",1.337027664884548,2.1625249031133527e-09,0.2888346294201406,0.2888346294201406,#c9c9c9,#FF0000,1.215717676073132,1.47044253106598
430,Postmaturity_Baby,"Ferrous fumarate, Oral",0.3722491603491337,2.276746799454177e-09,0.2880895088420959,0.2880895088420959,#0000ff,#FF0000,0.2692129395184765,0.5147205688867895
431,IVH_Baby,"Metronidazole, Oral",2.0431551527460496,2.3612681856609567e-09,0.28756182280910547,0.28756182280910547,#c9c9c9,#FF0000,1.6160023616674208,2.583215889539558
432,RDS_Baby,"Insulin glulisine, Injection",6.374674148919789,2.508615427811415e-09,0.28668553037255656,0.28668553037255656,#c9c9c9,#FF0000,3.466963203794489,11.72105618554902
433,ROP_Baby,"Promethazine, Oral",1.6977104519409925,2.557219159488158e-09,0.28640773501184946,0.28640773501184946,#c9c9c9,#FF0000,1.4264082086713228,2.020614268137473
434,Other_Resp_Dis_Baby,"Levothyroxine, Oral",1.1497464208171368,2.563049149997694e-09,0.28637476885136776,0.28637476885136776,#c9c9c9,#FF0000,1.0981562766772572,1.203760211781152
435,BPD_OLD_Baby,"Furosemide, Oral",3.554227104447865,2.799265174636097e-09,0.2850985319610209,0.2850985319610209,#c9c9c9,#FF0000,2.3394380957343377,5.3998138839517225
436,BPD_OLD_Baby,"Amlodipine, Oral",2.5442485299115862,2.9934194169438444e-09,0.28412774761993986,0.28412774761993986,#c9c9c9,#FF0000,1.8687861108582624,3.4638531099657914
437,RDS_Baby,"Cefdinir, Oral",1.768949069929157,3.095438693015728e-09,0.28364259310078654,0.28364259310078654,#c9c9c9,#FF0000,1.4648471348050356,2.136182498264373
438,Anemia_All_Baby,"Acetaminophen, Oral",1.2913865576226324,3.240236997445757e-09,0.2829807741153486,0.2829807741153486,#c9c9c9,#FF0000,1.1865381969305742,1.4054998360124522
439,RDS_Baby,"Pantoprazole, Oral",1.4163833928027327,3.320043773606047e-09,0.28262853967462215,0.28262853967462215,#c9c9c9,#FF0000,1.2620768016346124,1.5895561290795237
440,BPD_OLD_Baby,"Dexamethasone, Oral",2.8381113221064385,3.404069862895812e-09,0.2822667178440354,0.2822667178440354,#c9c9c9,#FF0000,2.008213078727965,4.010966745506329
441,Postmaturity_Baby,"Copper, Oral",0.8416455036029663,3.520067074116664e-09,0.28178163536852047,0.28178163536852047,#0000ff,#FF0000,0.794839888719699,0.8912073535666466
442,Other_Resp_Dis_Baby,"Prednisone, Oral",1.3987559861959165,3.554221420662376e-09,0.28164185066792086,0.28164185066792086,#c9c9c9,#FF0000,1.2512879996457391,1.5636035105210262
443,IVH_Baby,"Acetaminophen, Oral",1.5681984698119291,4.1634186203627854e-09,0.2793516639931544,0.2793516639931544,#c9c9c9,#FF0000,1.3497134595225095,1.822050764456693
444,Hypoglycemia_Baby,"Doxylamine, Oral",2.7138110176820764,4.230798258766791e-09,0.2791192561019186,0.2791192561019186,#c9c9c9,#FF0000,1.945048539490472,3.786419768023844
445,Hypoglycemia_Baby,"Hydroxyprogesterone caproate, Intramuscular",2.6765008630282607,4.264679246597114e-09,0.2790037875752148,0.2790037875752148,#c9c9c9,#FF0000,1.927045231535765,3.717430578462305
